tof posE posN posU tgtE tgtN tgtU
0.267 17.44 17.0125 90.218 12500 0 12500
0.268 17.5065 17.0759 90.5557 12500 0 12500
0.269 17.5731 17.1392 90.8934 12500 0 12500
0.27 17.6397 17.2026 91.2311 12500 0 12500
0.271 17.7063 17.266 91.5688 12500 0 12500
0.272 17.773 17.3294 91.9065 12500 0 12500
0.273 17.8396 17.3927 92.2442 12500 0 12500
0.274 17.9062 17.4561 92.5819 12500 0 12500
0.275 17.9729 17.5195 92.9197 12500 0 12500
0.276 18.0395 17.5828 93.2574 12500 0 12500
0.277 18.1062 17.6462 93.5951 12500 0 12500
0.278 18.1729 17.7095 93.9328 12500 0 12500
0.279 18.2396 17.7729 94.2705 12500 0 12500
0.28 18.3063 17.8362 94.6081 12500 0 12500
0.281 18.373 17.8996 94.9458 12500 0 12500
0.282 18.4397 17.9629 95.2835 12500 0 12500
0.283 18.5064 18.0263 95.6212 12500 0 12500
0.284 18.5731 18.0896 95.9589 12500 0 12500
0.285 18.6399 18.1529 96.2966 12500 0 12500
0.286 18.7066 18.2163 96.6343 12500 0 12500
0.287 18.7734 18.2796 96.972 12500 0 12500
0.288 18.8402 18.3429 97.3097 12500 0 12500
0.289 18.9069 18.4063 97.6473 12500 0 12500
0.29 18.9737 18.4696 97.985 12500 0 12500
0.291 19.0405 18.5329 98.3227 12500 0 12500
0.292 19.1073 18.5962 98.6604 12500 0 12500
0.293 19.1741 18.6595 98.9981 12500 0 12500
0.294 19.241 18.7228 99.3357 12500 0 12500
0.295 19.3078 18.7862 99.6734 12500 0 12500
0.296 19.3747 18.8495 100.011 12500 0 12500
0.297 19.4415 18.9128 100.349 12500 0 12500
0.298 19.5084 18.9761 100.686 12500 0 12500
0.299 19.5753 19.0394 101.024 12500 0 12500
0.3 19.6421 19.1027 101.362 12500 0 12500
0.301 19.709 19.166 101.699 12500 0 12500
0.302 19.7759 19.2293 102.037 12500 0 12500
0.303 19.8428 19.2926 102.375 12500 0 12500
0.304 19.9098 19.3558 102.712 12500 0 12500
0.305 19.9767 19.4191 103.05 12500 0 12500
0.306 20.0436 19.4824 103.388 12500 0 12500
0.307 20.1106 19.5457 103.725 12500 0 12500
0.308 20.1775 19.609 104.063 12500 0 12500
0.309 20.2445 19.6722 104.401 12500 0 12500
0.31 20.3115 19.7355 104.738 12500 0 12500
0.311 20.3785 19.7988 105.076 12500 0 12500
0.312 20.4455 19.8621 105.414 12500 0 12500
0.313 20.5125 19.9253 105.751 12500 0 12500
0.314 20.5795 19.9886 106.089 12500 0 12500
0.315 20.6465 20.0518 106.427 12500 0 12500
0.316 20.7136 20.1151 106.764 12500 0 12500
0.317 20.7806 20.1784 107.102 12500 0 12500
0.318 20.8477 20.2416 107.44 12500 0 12500
0.319 20.9147 20.3049 107.777 12500 0 12500
0.32 20.9818 20.3681 108.115 12500 0 12500
0.321 21.0489 20.4314 108.452 12500 0 12500
0.322 21.116 20.4946 108.79 12500 0 12500
0.323 21.1831 20.5578 109.128 12500 0 12500
0.324 21.2502 20.6211 109.465 12500 0 12500
0.325 21.3173 20.6843 109.803 12500 0 12500
0.326 21.3844 20.7475 110.141 12500 0 12500
0.327 21.4516 20.8108 110.478 12500 0 12500
0.328 21.5187 20.874 110.816 12500 0 12500
0.329 21.5859 20.9372 111.154 12500 0 12500
0.33 21.653 21.0004 111.491 12500 0 12500
0.331 21.7202 21.0637 111.829 12500 0 12500
0.332 21.7874 21.1269 112.166 12500 0 12500
0.333 21.8546 21.1901 112.504 12500 0 12500
0.334 21.9218 21.2533 112.842 12500 0 12500
0.335 21.989 21.3165 113.179 12500 0 12500
0.336 22.0562 21.3797 113.517 12500 0 12500
0.337 22.1235 21.4429 113.855 12500 0 12500
0.338 22.1907 21.5061 114.192 12500 0 12500
0.339 22.258 21.5693 114.53 12500 0 12500
0.34 22.3252 21.6325 114.867 12500 0 12500
0.341 22.3925 21.6957 115.205 12500 0 12500
0.342 22.4598 21.7589 115.543 12500 0 12500
0.343 22.5271 21.8221 115.88 12500 0 12500
0.344 22.5943 21.8853 116.218 12500 0 12500
0.345 22.6617 21.9485 116.555 12500 0 12500
0.346 22.729 22.0117 116.893 12500 0 12500
0.347 22.7963 22.0748 117.231 12500 0 12500
0.348 22.8636 22.138 117.568 12500 0 12500
0.349 22.931 22.2012 117.906 12500 0 12500
0.35 22.9983 22.2644 118.243 12500 0 12500
0.351 23.0657 22.3275 118.581 12500 0 12500
0.352 23.1331 22.3907 118.919 12500 0 12500
0.353 23.2005 22.4539 119.256 12500 0 12500
0.354 23.2679 22.517 119.594 12500 0 12500
0.355 23.3353 22.5802 119.931 12500 0 12500
0.356 23.4027 22.6433 120.269 12500 0 12500
0.357 23.4701 22.7065 120.607 12500 0 12500
0.358 23.5375 22.7696 120.944 12500 0 12500
0.359 23.605 22.8328 121.282 12500 0 12500
0.36 23.6724 22.8959 121.619 12500 0 12500
0.361 23.7399 22.9591 121.957 12500 0 12500
0.362 23.8073 23.0222 122.294 12500 0 12500
