tof posE posN posU tgtE tgtN tgtU
0.431 29.8188 29.8188 144.824 3000 3000 3000
0.432 29.8931 29.8931 145.158 3000 3000 3000
0.433 29.9675 29.9675 145.491 3000 3000 3000
0.434 30.0418 30.0418 145.825 3000 3000 3000
0.435 30.1162 30.1162 146.159 3000 3000 3000
0.436 30.1906 30.1906 146.493 3000 3000 3000
0.437 30.2651 30.2651 146.827 3000 3000 3000
0.438 30.3395 30.3395 147.161 3000 3000 3000
0.439 30.414 30.414 147.494 3000 3000 3000
0.44 30.4885 30.4885 147.828 3000 3000 3000
0.441 30.563 30.563 148.162 3000 3000 3000
0.442 30.6376 30.6376 148.496 3000 3000 3000
0.443 30.7122 30.7122 148.829 3000 3000 3000
0.444 30.7868 30.7868 149.163 3000 3000 3000
0.445 30.8614 30.8614 149.497 3000 3000 3000
0.446 30.936 30.936 149.83 3000 3000 3000
0.447 31.0107 31.0107 150.164 3000 3000 3000
0.448 31.0854 31.0854 150.498 3000 3000 3000
0.449 31.1601 31.1601 150.831 3000 3000 3000
0.45 31.2349 31.2349 151.165 3000 3000 3000
0.451 31.3096 31.3096 151.499 3000 3000 3000
0.452 31.3844 31.3844 151.832 3000 3000 3000
0.453 31.4592 31.4592 152.166 3000 3000 3000
0.454 31.5341 31.5341 152.5 3000 3000 3000
0.455 31.6089 31.6089 152.833 3000 3000 3000
0.456 31.6838 31.6838 153.167 3000 3000 3000
0.457 31.7587 31.7587 153.5 3000 3000 3000
0.458 31.8337 31.8337 153.834 3000 3000 3000
0.459 31.9086 31.9086 154.168 3000 3000 3000
0.46 31.9836 31.9836 154.501 3000 3000 3000
0.461 32.0586 32.0586 154.835 3000 3000 3000
0.462 32.1336 32.1336 155.168 3000 3000 3000
0.463 32.2087 32.2087 155.502 3000 3000 3000
0.464 32.2838 32.2838 155.835 3000 3000 3000
0.465 32.3589 32.3589 156.169 3000 3000 3000
0.466 32.434 32.434 156.502 3000 3000 3000
0.467 32.5091 32.5091 156.836 3000 3000 3000
0.468 32.5843 32.5843 157.169 3000 3000 3000
0.469 32.6595 32.6595 157.503 3000 3000 3000
0.47 32.7347 32.7347 157.836 3000 3000 3000
0.471 32.8099 32.8099 158.169 3000 3000 3000
0.472 32.8852 32.8852 158.503 3000 3000 3000
0.473 32.9605 32.9605 158.836 3000 3000 3000
0.474 33.0358 33.0358 159.17 3000 3000 3000
0.475 33.1111 33.1111 159.503 3000 3000 3000
0.476 33.1865 33.1865 159.836 3000 3000 3000
0.477 33.2619 33.2619 160.17 3000 3000 3000
0.478 33.3373 33.3373 160.503 3000 3000 3000
0.479 33.4127 33.4127 160.837 3000 3000 3000
0.48 33.4882 33.4882 161.17 3000 3000 3000
0.481 33.5637 33.5637 161.503 3000 3000 3000
0.482 33.6392 33.6392 161.837 3000 3000 3000
0.483 33.7147 33.7147 162.17 3000 3000 3000
0.484 33.7902 33.7902 162.503 3000 3000 3000
0.485 33.8658 33.8658 162.836 3000 3000 3000
0.486 33.9414 33.9414 163.17 3000 3000 3000
0.487 34.017 34.017 163.503 3000 3000 3000
0.488 34.0927 34.0927 163.836 3000 3000 3000
0.489 34.1684 34.1684 164.169 3000 3000 3000
0.49 34.244 34.244 164.503 3000 3000 3000
0.491 34.3198 34.3198 164.836 3000 3000 3000
0.492 34.3955 34.3955 165.169 3000 3000 3000
0.493 34.4713 34.4713 165.502 3000 3000 3000
0.494 34.5471 34.5471 165.835 3000 3000 3000
0.495 34.6229 34.6229 166.169 3000 3000 3000
0.496 34.6987 34.6987 166.502 3000 3000 3000
0.497 34.7746 34.7746 166.835 3000 3000 3000
0.498 34.8504 34.8504 167.168 3000 3000 3000
0.499 34.9263 34.9263 167.501 3000 3000 3000
0.5 35.0023 35.0023 167.834 3000 3000 3000
0.501 35.0782 35.0782 168.167 3000 3000 3000
0.502 35.1542 35.1542 168.501 3000 3000 3000
0.503 35.2302 35.2302 168.834 3000 3000 3000
0.504 35.3062 35.3062 169.167 3000 3000 3000
0.505 35.3823 35.3823 169.5 3000 3000 3000
0.506 35.4584 35.4584 169.833 3000 3000 3000
0.507 35.5344 35.5344 170.166 3000 3000 3000
