TOF RNG CROSSRNG ALT PHI THETA PSI ROLLRATE PITCHRATE YAWRATE ALPHA BETA ALPHADOT BETADOT PDOT QDOT RDOT UDOT VDOT WDOT
3.0900 6114.4901 -3.2563 9954.7090 2.1630 0.0171 0.0054 -121.3465 0.0503 0.0232 0.0016 0.0005 0.0395 0.0359 41.8877 -2.3116 -0.7527 -267.4883 -25.2784 21.3745
3.0917 6117.8069 -3.2615 9954.6027 1.9608 0.0170 0.0055 -121.2767 0.0463 0.0219 0.0017 0.0006 0.0384 0.0360 41.8584 -2.4079 -0.8403 -267.4028 -28.1828 15.7842
3.0933 6121.1229 -3.2667 9954.4962 1.7587 0.0170 0.0055 -121.2070 0.0422 0.0204 0.0018 0.0007 0.0374 0.0354 41.8293 -2.5017 -0.9274 -267.3178 -29.8756 9.6954
3.0950 6124.4382 -3.2719 9954.3896 1.5568 0.0169 0.0056 -121.1373 0.0380 0.0188 0.0018 0.0007 0.0363 0.0340 41.8001 -2.5931 -1.0122 -267.2333 -30.2872 3.3622
3.0967 6127.7527 -3.2772 9954.2829 1.3550 0.0169 0.0056 -121.0676 0.0336 0.0170 0.0019 0.0008 0.0351 0.0318 41.7711 -2.6818 -1.0927 -267.1494 -29.4004 -2.9532
3.0983 6131.0665 -3.2824 9954.1762 1.1532 0.0169 0.0057 -120.9980 0.0290 0.0151 0.0019 0.0008 0.0336 0.0288 41.7421 -2.7674 -1.1670 -267.0659 -27.2509 -8.9903
3.1000 6134.3796 -3.2877 9954.0693 0.9516 0.0169 0.0057 -120.9285 0.0244 0.0131 0.0020 0.0009 0.0316 0.0252 41.7131 -2.8489 -1.2334 -266.9827 -23.9259 -14.5014
3.1017 6137.6919 -3.2930 9953.9624 0.7501 0.0169 0.0058 -120.8590 0.0195 0.0110 0.0020 0.0009 0.0292 0.0209 41.6842 -2.9254 -1.2903 -266.8998 -19.5602 -19.2614
3.1033 6141.0035 -3.2983 9953.8554 0.5488 0.0169 0.0058 -120.7896 0.0146 0.0088 0.0021 0.0009 0.0262 0.0161 41.6554 -2.9954 -1.3362 -266.8170 -14.3304 -23.0768
3.1050 6144.3143 -3.3036 9953.7482 0.3475 0.0170 0.0058 -120.7202 0.0096 0.0066 0.0021 0.0010 0.0225 0.0108 41.6266 -3.0575 -1.3700 -266.7343 -8.4482 -25.7936
3.1067 6147.6244 -3.3089 9953.6410 0.1464 0.0170 0.0059 -120.6508 0.0044 0.0043 0.0022 0.0010 0.0182 0.0054 41.5978 -3.1099 -1.3911 -266.6515 -2.1509 -27.3032
3.1083 6150.9338 -3.3142 9953.5337 6.3378 0.0170 0.0059 -120.5815 -0.0008 0.0019 0.0022 0.0010 0.0131 0.0015 41.5690 -3.1511 -1.3988 -266.5685 0.7933 -27.5464
3.1100 6154.2424 -3.3195 9953.4263 6.1369 0.0170 0.0059 -120.5122 -0.0061 -0.0004 0.0022 0.0010 0.0076 -0.0040 41.5403 -3.1796 -1.3974 -266.4852 7.2314 -27.2167
3.1117 6157.5503 -3.3248 9953.3189 5.9361 0.0169 0.0059 -120.4430 -0.0114 -0.0027 0.0022 0.0010 0.0015 -0.0095 41.5116 -3.1943 -1.3827 -266.4017 13.4534 -25.6283
3.1133 6160.8574 -3.3301 9953.2113 5.7355 0.0169 0.0059 -120.3739 -0.0167 -0.0050 0.0022 0.0009 -0.0052 -0.0147 41.4828 -3.1936 -1.3553 -266.3180 19.2094 -22.8486
3.1150 6164.1638 -3.3353 9953.1036 5.5349 0.0169 0.0059 -120.3047 -0.0221 -0.0072 0.0022 0.0009 -0.0125 -0.0195 41.4541 -3.1762 -1.3158 -266.2340 24.2686 -18.9937
3.1167 6167.4695 -3.3406 9952.9959 5.3344 0.0168 0.0059 -120.2357 -0.0273 -0.0094 0.0022 0.0009 -0.0202 -0.0237 41.4254 -3.1408 -1.2655 -266.1500 28.4287 -14.2226
3.1183 6170.7744 -3.3459 9952.8880 5.1341 0.0168 0.0059 -120.1667 -0.0325 -0.0114 0.0021 0.0008 -0.0281 -0.0273 41.3966 -3.0867 -1.2056 -266.0658 31.5232 -8.7315
3.1200 6174.0786 -3.3511 9952.7800 4.9339 0.0168 0.0060 -120.0977 -0.0376 -0.0134 0.0021 0.0008 -0.0362 -0.0303 41.3678 -3.0133 -1.1379 -265.9818 33.4290 -2.7452
3.1217 6177.3820 -3.3563 9952.6720 4.7338 0.0167 0.0060 -120.0288 -0.0426 -0.0152 0.0020 0.0007 -0.0443 -0.0324 41.3391 -2.9204 -1.0641 -265.8980 34.0699 3.4918
3.1233 6180.6847 -3.3616 9952.5638 4.5338 0.0167 0.0061 -119.9599 -0.0473 -0.0169 0.0019 0.0007 -0.0523 -0.0338 41.3103 -2.8082 -0.9859 -265.8146 33.4205 9.7248
3.1250 6183.9867 -3.3668 9952.4555 4.3339 0.0167 0.0062 -119.8911 -0.0519 -0.0185 0.0018 0.0006 -0.0598 -0.0344 41.2815 -2.6774 -0.9053 -265.7318 31.5065 15.6998
3.1267 6187.2880 -3.3720 9952.3471 4.1342 0.0167 0.0063 -119.8223 -0.0563 -0.0200 0.0017 0.0006 -0.0670 -0.0343 41.2527 -2.5289 -0.8241 -265.6496 28.4035 21.1732
3.1283 6190.5885 -3.3773 9952.2386 3.9345 0.0168 0.0064 -119.7536 -0.0604 -0.0213 0.0016 0.0005 -0.0734 -0.0335 41.2240 -2.3640 -0.7439 -265.5681 24.2340 25.9214
3.1300 6193.8882 -3.3825 9952.1300 3.7350 0.0168 0.0065 -119.6849 -0.0642 -0.0224 0.0015 0.0005 -0.0792 -0.0321 41.1952 -2.1843 -0.6663 -265.4873 19.1621 29.7499
3.1317 6197.1873 -3.3877 9952.0213 3.5356 0.0169 0.0066 -119.6162 -0.0676 -0.0235 0.0014 0.0004 -0.0840 -0.0303 41.1665 -1.9919 -0.5925 -265.4073 13.3871 32.5007
3.1333 6200.4856 -3.3929 9951.9124 3.3363 0.0170 0.0067 -119.5477 -0.0708 -0.0244 0.0012 0.0004 -0.0880 -0.0280 41.1379 -1.7888 -0.5236 -265.3279 7.1355 34.0585
3.1350 6203.7831 -3.3982 9951.8035 3.1371 0.0171 0.0067 -119.4791 -0.0736 -0.0252 0.0011 0.0003 -0.0910 -0.0256 41.1092 -1.5772 -0.4603 -265.2491 0.6515 34.3553
3.1367 6207.0799 -3.4034 9951.6944 2.9380 0.0172 0.0067 -119.4106 -0.0760 -0.0260 0.0009 0.0003 -0.0929 -0.0230 41.0806 -1.3597 -0.4029 -265.1707 -5.8121 33.3727
3.1383 6210.3760 -3.4087 9951.5853 2.7390 0.0174 0.0067 -119.3422 -0.0781 -0.0266 0.0007 0.0002 -0.0939 -0.0205 41.0521 -1.1385 -0.3515 -265.0926 -12.0043 31.1425
3.1400 6213.6714 -3.4139 9951.4760 2.5402 0.0175 0.0067 -119.2738 -0.0798 -0.0271 0.0006 0.0002 -0.0939 -0.0182 41.0236 -0.9160 -0.3059 -265.0145 -17.6857 27.7453
3.1417 6216.9660 -3.4192 9951.3667 2.3415 0.0176 0.0067 -119.2054 -0.0812 -0.0276 0.0004 0.0002 -0.0930 -0.0162 40.9951 -0.6945 -0.2655 -264.9362 -22.6378 23.3075
3.1433 6220.2599 -3.4245 9951.2572 2.1428 0.0178 0.0066 -119.1371 -0.0822 -0.0280 0.0003 0.0001 -0.0913 -0.0145 40.9667 -0.4759 -0.2295 -264.8576 -26.6714 17.9956
3.1450 6223.5531 -3.4297 9951.1476 1.9443 0.0179 0.0065 -119.0689 -0.0828 -0.0284 0.0001 0.0001 -0.0888 -0.0134 40.9383 -0.2621 -0.1967 -264.7785 -29.6343 12.0098
3.1467 6226.8455 -3.4350 9951.0379 1.7459 0.0180 0.0064 -119.0007 -0.0830 -0.0287 -0.0000 0.0001 -0.0859 -0.0128 40.9100 -0.0546 -0.1660 -264.6987 -31.4165 5.5763
3.1483 6230.1372 -3.4403 9950.9282 1.5477 0.0180 0.0062 -118.9325 -0.0830 -0.0289 -0.0002 0.0001 -0.0824 -0.0127 40.8817 0.1454 -0.1361 -264.6182 -31.9549 -1.0620
3.1500 6233.4281 -3.4456 9950.8183 1.3495 0.0180 0.0061 -118.8644 -0.0826 -0.0291 -0.0003 0.0001 -0.0787 -0.0133 40.8534 0.3369 -0.1054 -264.5368 -31.2351 -7.6550
3.1517 6236.7184 -3.4509 9950.7083 1.1514 0.0180 0.0059 -118.7963 -0.0818 -0.0293 -0.0004 0.0000 -0.0748 -0.0144 40.8251 0.5195 -0.0728 -264.4545 -29.2922 -13.9549
3.1533 6240.0078 -3.4562 9950.5982 0.9535 0.0180 0.0058 -118.7283 -0.0808 -0.0294 -0.0005 0.0000 -0.0708 -0.0161 40.7968 0.6929 -0.0368 -264.3713 -26.2089 -19.7260
3.1550 6243.2966 -3.4615 9950.4880 0.7557 0.0180 0.0057 -118.6603 -0.0795 -0.0294 -0.0007 -0.0000 -0.0670 -0.0182 40.7685 0.8571 0.0037 -264.2873 -22.1121 -24.7539
3.1567 6246.5846 -3.4668 9950.3777 0.5580 0.0179 0.0055 -118.5924 -0.0780 -0.0294 -0.0008 -0.0001 -0.0633 -0.0207 40.7403 1.0125 0.0497 -264.2026 -17.1677 -28.8537
3.1583 6249.8719 -3.4721 9950.2673 0.3604 0.0178 0.0054 -118.5245 -0.0761 -0.0292 -0.0009 -0.0001 -0.0600 -0.0234 40.7121 1.1598 0.1019 -264.1173 -11.5744 -31.8769
3.1600 6253.1585 -3.4774 9950.1568 0.1629 0.0177 0.0054 -118.4567 -0.0741 -0.0290 -0.0010 -0.0001 -0.0570 -0.0262 40.6838 1.2996 0.1607 -264.0315 -5.5553 -33.7170
3.1617 6256.4443 -3.4828 9950.0462 6.3177 0.0176 0.0053 -118.3889 -0.0718 -0.0287 -0.0011 -0.0002 -0.0544 -0.0279 40.6556 1.4329 0.2263 -263.9455 -1.5677 -34.3137
3.1633 6259.7294 -3.4881 9949.9355 6.1204 0.0175 0.0053 -118.3212 -0.0693 -0.0283 -0.0011 -0.0002 -0.0520 -0.0306 40.6274 1.5605 0.2959 -263.8594 4.6279 -34.0892
3.1650 6263.0138 -3.4934 9949.8246 5.9233 0.0173 0.0053 -118.2535 -0.0666 -0.0277 -0.0012 -0.0003 -0.0501 -0.0331 40.5993 1.6830 0.3717 -263.7733 10.6067 -32.6273
3.1667 6266.2974 -3.4987 9949.7137 5.7262 0.0172 0.0053 -118.1859 -0.0637 -0.0270 -0.0013 -0.0003 -0.0485 -0.0352 40.5712 1.8014 0.4531 -263.6873 16.1338 -29.9950
3.1683 6269.5803 -3.5041 9949.6026 5.5293 0.0171 0.0053 -118.1183 -0.0606 -0.0262 -0.0014 -0.0004 -0.0473 -0.0368 40.5431 1.9165 0.5390 -263.6016 20.9923 -26.3036
3.1700 6272.8625 -3.5094 9949.4915 5.3325 0.0170 0.0053 -118.0507 -0.0573 -0.0252 -0.0015 -0.0005 -0.0463 -0.0379 40.5150 2.0293 0.6281 -263.5164 24.9920 -21.7050
3.1717 6276.1439 -3.5148 9949.3802 5.1358 0.0169 0.0054 -117.9832 -0.0538 -0.0241 -0.0015 -0.0005 -0.0455 -0.0383 40.4870 2.1400 0.7191 -263.4316 27.9766 -16.3849
3.1733 6279.4246 -3.5202 9949.2689 4.9392 0.0169 0.0055 -117.9158 -0.0502 -0.0228 -0.0016 -0.0006 -0.0448 -0.0380 40.4591 2.2492 0.8103 -263.3474 29.8295 -10.5560
3.1750 6282.7046 -3.5256 9949.1574 4.7428 0.0168 0.0055 -117.8484 -0.0464 -0.0214 -0.0017 -0.0006 -0.0441 -0.0369 40.4312 2.3567 0.8999 -263.2637 30.4782 -4.4496
3.1767 6285.9839 -3.5310 9949.0458 4.5464 0.0168 0.0056 -117.7810 -0.0423 -0.0198 -0.0018 -0.0007 -0.0432 -0.0350 40.4034 2.4625 0.9860 -263.1807 29.8970 1.6938
3.1783 6289.2624 -3.5364 9948.9342 4.3502 0.0168 0.0057 -117.7137 -0.0381 -0.0181 -0.0018 -0.0008 -0.0420 -0.0324 40.3756 2.5659 1.0669 -263.0982 28.1076 7.6332
3.1800 6292.5402 -3.5418 9948.8225 4.1540 0.0168 0.0058 -117.6464 -0.0338 -0.0163 -0.0019 -0.0008 -0.0405 -0.0291 40.3479 2.6662 1.1408 -263.0161 25.1784 13.1367
3.1817 6295.8172 -3.5473 9948.7106 3.9580 0.0168 0.0058 -117.5792 -0.0293 -0.0143 -0.0020 -0.0009 -0.0384 -0.0251 40.3202 2.7624 1.2061 -262.9344 21.2214 17.9904
3.1833 6299.0936 -3.5527 9948.5987 3.7621 0.0168 0.0059 -117.5120 -0.0246 -0.0123 -0.0020 -0.0009 -0.0358 -0.0206 40.2926 2.8531 1.2615 -262.8529 16.3879 22.0064
3.1850 6302.3692 -3.5582 9948.4867 3.5663 0.0168 0.0059 -117.4449 -0.0197 -0.0101 -0.0021 -0.0009 -0.0325 -0.0156 40.2650 2.9369 1.3057 -262.7716 10.8626 25.0300
3.1867 6305.6441 -3.5636 9948.3746 3.3706 0.0169 0.0059 -117.3778 -0.0148 -0.0079 -0.0021 -0.0010 -0.0285 -0.0104 40.2375 3.0122 1.3379 -262.6903 4.8564 26.9453
3.1883 6308.9182 -3.5691 9948.2624 3.1751 0.0169 0.0059 -117.3108 -0.0097 -0.0057 -0.0022 -0.0010 -0.0238 -0.0049 40.2100 3.0774 1.3575 -262.6089 -1.4020 27.6797
3.1900 6312.1916 -3.5746 9948.1501 2.9796 0.0169 0.0059 -117.2438 -0.0045 -0.0034 -0.0022 -0.0010 -0.0184 0.0005 40.1825 3.1306 1.3642 -262.5274 -7.6745 27.2063
3.1917 6315.4643 -3.5800 9948.0377 2.7842 0.0169 0.0059 -117.1768 0.0007 -0.0011 -0.0022 -0.0010 -0.0123 0.0059 40.1550 3.1704 1.3581 -262.4456 -13.7228 25.5450
3.1933 6318.7363 -3.5855 9947.9253 2.5890 0.0169 0.0059 -117.1099 0.0060 0.0011 -0.0023 -0.0009 -0.0055 0.0110 40.1275 3.1951 1.3397 -262.3635 -19.3176 22.7611
3.1950 6322.0075 -3.5909 9947.8127 2.3939 0.0169 0.0059 -117.0431 0.0114 0.0034 -0.0023 -0.0009 0.0017 0.0157 40.0999 3.2033 1.3097 -262.2813 -24.2473 18.9633
3.1967 6325.2781 -3.5963 9947.7001 2.1989 0.0168 0.0060 -116.9762 0.0167 0.0055 -0.0023 -0.0009 0.0094 0.0199 40.0724 3.1939 1.2691 -262.1988 -28.3256 14.2987
3.1983 6328.5478 -3.6018 9947.5873 2.0040 0.0168 0.0060 -116.9095 0.0220 0.0076 -0.0022 -0.0009 0.0175 0.0236 40.0449 3.1659 1.2191 -262.1162 -31.3989 8.9477
3.2000 6331.8169 -3.6072 9947.4745 1.8092 0.0168 0.0060 -116.8428 0.0273 0.0096 -0.0022 -0.0008 0.0257 0.0266 40.0173 3.1188 1.1614 -262.0337 -33.3518 3.1166
3.2017 6335.0852 -3.6126 9947.3615 1.6145 0.0168 0.0061 -116.7761 0.0324 0.0115 -0.0021 -0.0008 0.0339 0.0289 39.9898 3.0523 1.0974 -261.9512 -34.1111 -2.9702
3.2033 6338.3528 -3.6180 9947.2484 1.4199 0.0168 0.0061 -116.7095 0.0374 0.0132 -0.0021 -0.0007 0.0421 0.0304 39.9622 2.9665 1.0289 -261.8691 -33.6488 -9.0788
3.2050 6341.6197 -3.6233 9947.1353 1.2255 0.0167 0.0062 -116.6429 0.0423 0.0149 -0.0020 -0.0007 0.0499 0.0312 39.9347 2.8617 0.9575 -261.7873 -31.9828 -14.9745
3.2067 6344.8859 -3.6287 9947.0220 1.0311 0.0168 0.0063 -116.5763 0.0470 0.0164 -0.0019 -0.0006 0.0574 0.0313 39.9071 2.7389 0.8851 -261.7060 -29.1759 -20.4307
3.2083 6348.1513 -3.6341 9946.9086 0.8369 0.0168 0.0064 -116.5099 0.0514 0.0178 -0.0018 -0.0006 0.0643 0.0308 39.8795 2.5991 0.8131 -261.6254 -25.3335 -25.2376
3.2100 6351.4160 -3.6395 9946.7951 0.6427 0.0168 0.0064 -116.4434 0.0556 0.0191 -0.0017 -0.0005 0.0706 0.0297 39.8520 2.4437 0.7430 -261.5453 -20.5993 -29.2100
3.2117 6354.6800 -3.6449 9946.6815 0.4487 0.0169 0.0065 -116.3770 0.0596 0.0203 -0.0016 -0.0005 0.0760 0.0281 39.8245 2.2745 0.6761 -261.4660 -15.1500 -32.1940
3.2133 6357.9433 -3.6503 9946.5677 0.2548 0.0170 0.0066 -116.3107 0.0632 0.0214 -0.0015 -0.0004 0.0806 0.0261 39.7970 2.0933 0.6134 -261.3873 -9.1884 -34.0727
3.2150 6361.2058 -3.6556 9946.4539 0.0610 0.0171 0.0066 -116.2444 0.0666 0.0224 -0.0013 -0.0004 0.0843 0.0239 39.7695 1.9023 0.5555 -261.3091 -2.9355 -34.7707
3.2167 6364.4676 -3.6610 9946.3400 6.4158 0.0170 0.0067 -116.1781 0.0696 0.0232 -0.0012 -0.0003 0.0871 0.0258 39.7422 1.7541 0.4652 -261.2254 -5.0627 -34.3297
3.2183 6367.7287 -3.6664 9946.2259 6.2223 0.0171 0.0068 -116.1119 0.0723 0.0240 -0.0011 -0.0003 0.0898 0.0233 39.7149 1.5488 0.4082 -261.1477 1.2547 -34.2520
3.2200 6370.9890 -3.6718 9946.1118 6.0288 0.0172 0.0068 -116.0457 0.0747 0.0246 -0.0009 -0.0002 0.0916 0.0208 39.6875 1.3381 0.3571 -261.0705 7.4847 -32.9687
3.2217 6374.2487 -3.6772 9945.9975 5.8355 0.0174 0.0068 -115.9796 0.0768 0.0252 -0.0008 -0.0002 0.0924 0.0183 39.6602 1.1243 0.3118 -260.9934 13.3986 -30.5213
3.2233 6377.5076 -3.6827 9945.8831 5.6422 0.0175 0.0068 -115.9135 0.0785 0.0256 -0.0006 -0.0002 0.0923 0.0160 39.6329 0.9095 0.2721 -260.9163 18.7805 -26.9945
3.2250 6380.7658 -3.6881 9945.7687 5.4491 0.0176 0.0067 -115.8475 0.0798 0.0261 -0.0004 -0.0002 0.0913 0.0141 39.6057 0.6958 0.2373 -260.8391 23.4349 -22.5127
3.2267 6384.0233 -3.6935 9945.6541 5.2560 0.0178 0.0066 -115.7815 0.0808 0.0264 -0.0003 -0.0001 0.0896 0.0125 39.5785 0.4850 0.2066 -260.7614 27.1940 -17.2352
3.2283 6387.2800 -3.6990 9945.5394 5.0631 0.0179 0.0065 -115.7156 0.0814 0.0268 -0.0001 -0.0001 0.0872 0.0115 39.5514 0.2789 0.1790 -260.6833 29.9239 -11.3502
3.2300 6390.5360 -3.7044 9945.4246 4.8703 0.0179 0.0064 -115.6497 0.0817 0.0270 -0.0000 -0.0001 0.0843 0.0109 39.5243 0.0789 0.1532 -260.6045 31.5289 -5.0679
3.2317 6393.7913 -3.7099 9945.3097 4.6776 0.0180 0.0063 -115.5838 0.0817 0.0273 0.0001 -0.0001 0.0810 0.0109 39.4972 -0.1139 0.1281 -260.5249 31.9558 1.3875
3.2333 6397.0459 -3.7153 9945.1948 4.4850 0.0180 0.0061 -115.5180 0.0814 0.0275 0.0003 -0.0001 0.0774 0.0115 39.4701 -0.2988 0.1023 -260.4446 31.1948 7.7860
3.2350 6400.2998 -3.7208 9945.0797 4.2926 0.0180 0.0060 -115.4522 0.0807 0.0276 0.0004 -0.0000 0.0736 0.0126 39.4430 -0.4751 0.0745 -260.3634 29.2801 13.9005
3.2367 6403.5529 -3.7262 9944.9645 4.1002 0.0180 0.0058 -115.3865 0.0798 0.0277 0.0005 -0.0000 0.0698 0.0142 39.4160 -0.6427 0.0434 -260.2813 26.2885 19.5150
3.2383 6406.8053 -3.7317 9944.8492 3.9079 0.0179 0.0057 -115.3209 0.0786 0.0278 0.0006 0.0000 0.0661 0.0163 39.3890 -0.8015 0.0080 -260.1985 22.3362 24.4321
3.2400 6410.0570 -3.7372 9944.7338 3.7158 0.0179 0.0056 -115.2552 0.0771 0.0277 0.0007 0.0000 0.0625 0.0187 39.3619 -0.9520 -0.0327 -260.1150 17.5744 28.4810
3.2417 6413.3080 -3.7426 9944.6183 3.5237 0.0178 0.0055 -115.1896 0.0754 0.0276 0.0008 0.0001 0.0592 0.0214 39.3349 -1.0947 -0.0794 -260.0309 12.1836 31.5230
3.2433 6416.5582 -3.7481 9944.5027 3.3318 0.0177 0.0054 -115.1241 0.0735 0.0275 0.0009 0.0001 0.0563 0.0242 39.3079 -1.2302 -0.1325 -259.9464 6.3667 33.4564
3.2450 6419.8078 -3.7536 9944.3870 3.1400 0.0175 0.0054 -115.0586 0.0713 0.0272 0.0010 0.0002 0.0537 0.0270 39.2809 -1.3595 -0.1923 -259.8616 0.3419 34.2205
3.2467 6423.0566 -3.7590 9944.2712 2.9483 0.0174 0.0053 -114.9932 0.0689 0.0268 0.0011 0.0002 0.0516 0.0297 39.2540 -1.4833 -0.2585 -259.7766 -5.6659 33.7974
3.2483 6426.3047 -3.7645 9944.1552 2.7567 0.0173 0.0053 -114.9278 0.0663 0.0263 0.0012 0.0003 0.0498 0.0322 39.2270 -1.6027 -0.3309 -259.6917 -11.4332 32.2123
3.2500 6429.5520 -3.7700 9944.0392 2.5652 0.0172 0.0053 -114.8624 0.0636 0.0257 0.0013 0.0003 0.0484 0.0343 39.2001 -1.7186 -0.4086 -259.6070 -16.7459 29.5327
3.2517 6432.7987 -3.7755 9943.9230 2.3738 0.0171 0.0054 -114.7971 0.0606 0.0250 0.0014 0.0004 0.0473 0.0360 39.1732 -1.8316 -0.4909 -259.5225 -21.4074 25.8653
3.2533 6436.0446 -3.7810 9943.8068 2.1825 0.0170 0.0054 -114.7318 0.0575 0.0241 0.0014 0.0004 0.0465 0.0370 39.1464 -1.9425 -0.5763 -259.4385 -25.2455 21.3525
3.2550 6439.2898 -3.7865 9943.6904 1.9914 0.0169 0.0055 -114.6666 0.0541 0.0231 0.0015 0.0005 0.0458 0.0375 39.1196 -2.0518 -0.6637 -259.3549 -28.1186 16.1665
3.2567 6442.5343 -3.7921 9943.5740 1.8003 0.0168 0.0055 -114.6014 0.0506 0.0219 0.0016 0.0006 0.0452 0.0372 39.0928 -2.1598 -0.7513 -259.2719 -29.9209 10.5032
3.2583 6445.7781 -3.7976 9943.4574 1.6094 0.0168 0.0056 -114.5363 0.0469 0.0206 0.0017 0.0006 0.0446 0.0363 39.0661 -2.2664 -0.8376 -259.1895 -30.5859 4.5749
3.2600 6449.0212 -3.8032 9943.3408 1.4185 0.0168 0.0057 -114.4712 0.0431 0.0191 0.0017 0.0007 0.0438 0.0345 39.0395 -2.3714 -0.9208 -259.1076 -30.0889 -1.3975
3.2617 6452.2635 -3.8088 9943.2240 1.2278 0.0168 0.0058 -114.4062 0.0390 0.0175 0.0018 0.0007 0.0427 0.0321 39.0129 -2.4744 -0.9993 -259.0263 -28.4477 -7.1927
3.2633 6455.5051 -3.8144 9943.1072 1.0372 0.0168 0.0058 -114.3412 0.0348 0.0158 0.0019 0.0008 0.0413 0.0290 38.9864 -2.5746 -1.0713 -258.9454 -25.7214 -12.5969
3.2650 6458.7460 -3.8200 9942.9902 0.8467 0.0168 0.0059 -114.2762 0.0305 0.0139 0.0019 0.0008 0.0394 0.0252 38.9599 -2.6711 -1.1354 -258.8649 -22.0088 -17.4113
3.2667 6461.9862 -3.8256 9942.8732 0.6563 0.0168 0.0059 -114.2113 0.0259 0.0120 0.0020 0.0009 0.0370 0.0209 38.9334 -2.7626 -1.1903 -258.7846 -17.4440 -21.4599
3.2683 6465.2257 -3.8312 9942.7561 0.4660 0.0168 0.0060 -114.1464 0.0212 0.0099 0.0021 0.0009 0.0339 0.0162 38.9070 -2.8478 -1.2347 -258.7045 -12.1921 -24.5952
3.2700 6468.4644 -3.8368 9942.6389 0.2758 0.0168 0.0060 -114.0816 0.0164 0.0079 0.0021 0.0009 0.0302 0.0112 38.8807 -2.9253 -1.2678 -258.6244 -6.4425 -26.7034
3.2717 6471.7025 -3.8424 9942.5216 0.0857 0.0169 0.0060 -114.0168 0.0115 0.0057 0.0022 0.0009 0.0258 0.0059 38.8543 -2.9934 -1.2891 -258.5442 -0.4021 -27.7089
3.2733 6474.9398 -3.8480 9942.4042 6.3875 0.0168 0.0060 -113.9521 0.0065 0.0036 0.0022 0.0010 0.0207 0.0040 38.8278 -3.0012 -1.3350 -258.4631 -0.9173 -27.6476
3.2750 6478.1764 -3.8537 9942.2868 6.1976 0.0169 0.0060 -113.8874 0.0014 0.0013 0.0022 0.0010 0.0156 -0.0013 38.8015 -3.0467 -1.3396 -258.3826 5.1849 -27.6455
3.2767 6481.4123 -3.8593 9942.1692 6.0078 0.0169 0.0060 -113.8228 -0.0037 -0.0009 0.0022 0.0010 0.0099 -0.0067 38.7752 -3.0798 -1.3318 -258.3018 11.1626 -26.5106
3.2783 6484.6475 -3.8649 9942.0515 5.8182 0.0168 0.0060 -113.7582 -0.0089 -0.0031 0.0022 0.0009 0.0037 -0.0118 38.7489 -3.0991 -1.3119 -258.2208 16.8013 -24.2859
3.2800 6487.8819 -3.8705 9941.9338 5.6286 0.0168 0.0060 -113.6936 -0.0140 -0.0053 0.0022 0.0009 -0.0032 -0.0166 38.7226 -3.1032 -1.2806 -258.1395 21.8992 -21.0544
3.2817 6491.1157 -3.8762 9941.8160 5.4392 0.0168 0.0061 -113.6291 -0.0192 -0.0074 0.0022 0.0009 -0.0105 -0.0209 38.6963 -3.0910 -1.2387 -258.0580 26.2743 -16.9350
3.2833 6494.3487 -3.8818 9941.6980 5.2499 0.0168 0.0061 -113.5646 -0.0243 -0.0094 0.0022 0.0009 -0.0181 -0.0247 38.6700 -3.0616 -1.1872 -257.9764 29.7705 -12.0787
3.2850 6497.5810 -3.8874 9941.5800 5.0607 0.0167 0.0061 -113.5002 -0.0294 -0.0113 0.0022 0.0008 -0.0260 -0.0280 38.6436 -3.0142 -1.1276 -257.8947 32.2634 -6.6629
3.2867 6500.8126 -3.8929 9941.4618 4.8716 0.0167 0.0062 -113.4358 -0.0344 -0.0132 0.0021 0.0008 -0.0339 -0.0305 38.6173 -2.9486 -1.0612 -257.8132 33.6645 -0.8850
3.2883 6504.0435 -3.8985 9941.3436 4.6825 0.0167 0.0062 -113.3715 -0.0392 -0.0149 0.0020 0.0007 -0.0418 -0.0324 38.5909 -2.8646 -0.9898 -257.7319 33.9242 5.0449
3.2900 6507.2736 -3.9041 9941.2252 4.4936 0.0166 0.0063 -113.3072 -0.0439 -0.0165 0.0020 0.0007 -0.0496 -0.0335 38.5646 -2.7624 -0.9148 -257.6510 33.0333 10.9114
3.2917 6510.5031 -3.9096 9941.1067 4.3049 0.0166 0.0064 -113.2429 -0.0484 -0.0179 0.0019 0.0006 -0.0570 -0.0339 38.5382 -2.6428 -0.8380 -257.5705 31.0237 16.5013
3.2933 6513.7318 -3.9152 9940.9882 4.1162 0.0167 0.0065 -113.1787 -0.0527 -0.0193 0.0018 0.0005 -0.0639 -0.0337 38.5118 -2.5066 -0.7609 -257.4906 27.9663 21.6117
3.2950 6516.9598 -3.9208 9940.8695 3.9276 0.0167 0.0065 -113.1145 -0.0568 -0.0205 0.0017 0.0005 -0.0702 -0.0328 38.4855 -2.3549 -0.6851 -257.4114 23.9691 26.0566
3.2967 6520.1871 -3.9263 9940.7507 3.7391 0.0167 0.0066 -113.0504 -0.0606 -0.0215 0.0015 0.0004 -0.0759 -0.0314 38.4592 -2.1892 -0.6118 -257.3328 19.1726 29.6738
3.2983 6523.4137 -3.9319 9940.6318 3.5508 0.0168 0.0067 -112.9864 -0.0641 -0.0225 0.0014 0.0004 -0.0808 -0.0296 38.4329 -2.0113 -0.5422 -257.2550 13.7453 32.3306
