1 input_insertion.asc  Three-stage rocket ascent  ' SLV ' Nov 30 2022 22:11:34
  0  0 108
time            vmach           pdynmc          psibdx          thtbdx          
phibdx          alppx           phipx           alphax          betax           
ppx             qqx             rrx             lonx            latx            
alt             dvbe            dvbi            psivdx          thtvdx          
grndtrck        ayx             anx             gndtrnmx        vmass           
xcg             fmasse          thrust          fmassr          dead_zone       
roll_count      pitch_count     yaw_count       stmarg_yaw      stmarg_pitch    
realp1          wnp             zetp            realy1          wny             
zety            gnmax           gymax           alphacx         betacx          
phibdcx         thtbdcx         psibdcx         RICI1           RICI2           
RICI3           EVBI1           EVBI2           EVBI3           ESBI1           
ESBI2           ESBI3           ins_pos_err     ins_vel_err     ins_tilt_err    
UTBC1           UTBC2           UTBC3           lamd            dpd             
dbd             ddb             dvdb            thtvddbx        waclp           
zaclp           paclp           alcomx_actual   ancomx_actual   GAINFP1         
GAINFP2         GAINFP3         wacly           alcomx          ancomx          
wnact           delax           delex           delrx           modes           
ucbias_error    ucfreq_error    SXH1            SXH2            SXH3            
VXH1            VXH2            VXH3            CXH1            CXH2            
CXH3            std_pos         std_vel         std_ucbias      gps_pos_meas    
gps_vel_meas    state_pos       state_vel       URIC1           URIC2           
URIC3           etax            zetx            
4.91058         2.07436         6.91978         0.130209        0.000168576     
0.999996        0.0026427       -0.00137003     0.000212236     0.000732768     
-3220.38        0               0               0               0.0987882       
1               0.597576        0               -0.15           0.00122002      
-0.00879705     -3.6589e-06     0.0987882       0               -0.15           
0               0               0               0               5004            
-0.312387       -0.0967315      -0.0234671      0.051152        -0.0643446      
-0.00335808     0.00411705      -0.00762888     0.0535364       0.0459701       
0               0.400493        0.0305137       0.699489        -0.109836       
0.00251747      0.0854837       0.00929659      -8.61435e-05    4.0387e-05      
-6.3291e-05     1.54529e-34     2.28523e-38     
162.8           21.5725         0               -72.0248        -1.77669        
-0.115186       4.05879         180             -3.92303        -1.06502        
-0.00225944     -0.0157553      0.107298        -124.919        35.6926         
95867.7         5912.97         5547.11         -73.0984        2.14374         
419364          0               -0              226.438         2800.88         
3.10959         2223.12         124690          1067.88         0.4             
56              22226           22241           -0.7132         -0.7132         
0               0               0               0               0               
0               0               0               -3.91561        -1.0704         
-0.119064       -1.76958        -72.0195        0.000160409     4.57383e-05     
2.43654e-05     -0.0844942      0.0964535       -0.0288481      -4.42052        
4.92018         2.07151         6.93111         0.131433        0.000168572     
0.999996        0.00253747      -0.00140514     0.000219079     0.000733596     
-3198.76        0               0               0               0.0987882       
1               0.597576        0               -0.15           0.00122002      
-0.00879705     -3.6589e-06     0.0987882       0               -0.15           
0               0               0               0               5004            
-0.327014       -0.159901       -0.0234671      0.051152        -0.0643446      
-0.00335808     0.00411705      -0.00762888     0.0535364       0.0459701       
0               0.403031        0.0306771       0.718588        -0.109836       
0.00251747      0.0854837       0.00929659      -8.61435e-05    4.0387e-05      
-6.3291e-05     1.54529e-34     2.28523e-38     
162.9           21.5885         0               -72.0176        -1.77302        
-0.115652       4.05043         180             -3.91182        -1.07442        
-0.00225997     -0.0157553      0.107298        -124.925        35.6942         
95889.8         5917.38         5551.52         -73.1007        2.13617         
419946          0               -0              226.753         2796.4          
3.1085          2227.6          124690          1063.4          0.4             
56              22226           22241           -0.713029       -0.713029       
0               0               0               0               0               
0               0               0               -3.9044         -1.07981        
-0.119533       -1.76591        -72.0124        0.000160425     4.56555e-05     
2.43923e-05     -0.0852912      0.0972253       -0.0295205      -4.429          
4.92987         2.06859         6.94253         0.132661        0.000168569     
0.999996        0.00242497      -0.00144097     0.000225807     0.000734275     
-3177.21        0               0               0               0.0987882       
1               0.597576        0               -0.15           0.00122002      
-0.00879705     -3.6589e-06     0.0987882       0               -0.15           
0               0               0               0               5004            
-0.328511       0.0186534       -0.0234671      0.051152        -0.0643446      
-0.00335808     0.00411705      -0.00762888     0.0535364       0.0459701       
0               0.405577        0.0308397       0.73733         -0.109836       
0.00251747      0.0854837       0.00929659      -8.61435e-05    4.0387e-05      
-6.3291e-05     1.54529e-34     2.28523e-38     
163             21.6047         0               -72.0105        -1.76934        
-0.116117       4.04212         180             -3.90062        -1.08382        
-0.00226051     -0.0157553      0.107298        -124.931        35.6957         
95911.8         5921.8          5555.93         -73.103         2.12862         
420529          0               -0              227.068         2791.92         
3.10741         2232.08         124690          1058.92         0.4             
56              22226           22241           -0.712856       -0.712856       
0               0               0               0               0               
0               0               0               -3.89319        -1.08921        
-0.120001       -1.76223        -72.0053        0.00016044      4.55726e-05     
2.44192e-05     -0.0860886      0.0979984       -0.030194       -4.43757        
4.93963         2.0656          6.95404         0.13389         0.000168565     
0.999996        0.00230508      -0.00147755     0.000232341     0.000734652     
-3155.72        0               0               0               0.0987882       
1               0.597576        0               -0.15           0.00122002      
-0.00879705     -3.6589e-06     0.0987882       0               -0.15           
0               0               0               0               5004            
-0.325562       -0.0721547      -0.0234671      0.051152        -0.0643446      
-0.00335808     0.00411705      -0.00762888     0.0535364       0.0459701       
0               0.40813         0.0310014       0.755754        -0.109836       
0.00251747      0.0854837       0.00929659      -8.61435e-05    4.0387e-05      
-6.3291e-05     1.54529e-34     2.28523e-38     
163.1           21.6208         0               -72.0034        -1.76566        
-0.11658        4.03385         180             -3.88943        -1.09322        
-0.00226105     -0.0157554      0.107298        -124.937        35.6972         
95933.8         5926.22         5560.35         -73.1052        2.12108         
421112          0               -0              227.383         2787.45         
3.10632         2236.55         124690          1054.45         0.4             
56              22226           22241           -0.712682       -0.712682       
0               0               0               0               0               
0               0               0               -3.88202        -1.09855        
-0.120467       -1.75855        -71.9981        0.000160456     4.54898e-05     
2.44461e-05     -0.0778826      0.0929453       -0.0275938      -4.38962        
4.89411         2.0878          6.89782         0.124362        0.000168562     
0.999997        0.00209994      -0.00148306     0.000230644     0.000721921     
-3134.26        0               0               0               0.0987882       
1               0.597576        0               -0.15           0.00122002      
-0.00879705     -3.6589e-06     0.0987882       0               -0.15           
0               0               0               0               5004            
-0.319927       0.0341469       -0.0560546      0.05501         -0.0250481      
-0.00900361     0.00582735      -0.00327507     -0.00524846     -0.0142027      
0               0.385327        0.0295109       0.57439         -0.16179        
-0.0559904      0.0824356       0.0112138       -8.61435e-05    4.0387e-05      
-6.3291e-05     1.54529e-34     2.28523e-38     
163.2           21.637          0               -71.9962        -1.76197        
-0.117042       4.02563         180             -3.87826        -1.1026         
-0.00226159     -0.0157554      0.107298        -124.944        35.6987         
95955.7         5930.65         5564.78         -73.1075        2.11356         
421696          0               -0              227.698         2782.97         
3.10523         2241.03         124690          1049.97         0.4             
56              22226           22241           -0.712505       -0.712505       
0               0               0               0               0               
0               0               0               -3.87084        -1.10794        
-0.120931       -1.75487        -71.991         0.000160472     4.5407e-05      
2.4473e-05      -0.0786804      0.0937207       -0.0282698      -4.39745        
4.90344         2.085           6.90858         0.125592        0.000168558     
0.999997        0.00196435      -0.00152088     0.000236415     0.00072096      
-3112.89        0               0               0               0.0987882       
1               0.597576        0               -0.15           0.00122002      
-0.00879705     -3.6589e-06     0.0987882       0               -0.15           
0               0               0               0               5004            
-0.322397       -0.0809783      -0.0560546      0.05501         -0.0250481      
-0.00900361     0.00582735      -0.00327507     -0.00524846     -0.0142027      
0               0.387824        0.0296798       0.596829        -0.16179        
-0.0559904      0.0824356       0.0112138       -8.61435e-05    4.0387e-05      
-6.3291e-05     1.54529e-34     2.28523e-38     
163.3           21.6532         0               -71.9891        -1.75829        
-0.117502       4.01746         180             -3.8671         -1.11198        
-0.00226212     -0.0157554      0.107298        -124.95         35.7003         
95977.5         5935.09         5569.22         -73.1098        2.10605         
422280          0               -0              228.013         2778.49         
3.10415         2245.51         124690          1045.49         0.4             
56              22226           22241           -0.712327       -0.712327       
0               0               0               0               0               
0               0               0               -3.85968        -1.11732        
-0.121394       -1.75118        -71.9839        0.000160487     4.53241e-05     
2.44998e-05     -0.0794785      0.0944974       -0.0289471      -4.40536        
4.91285         2.08214         6.91944         0.126825        0.000168555     
0.999997        0.00182102      -0.00155949     0.000241836     0.000719413     
-3091.58        0               0               0               0.0987882       
1               0.597576        0               -0.15           0.00122002      
-0.00879705     -3.6589e-06     0.0987882       0               -0.15           
0               0               0               0               5004            
-0.325597       0.21513         -0.0560546      0.05501         -0.0250481      
-0.00900361     0.00582735      -0.00327507     -0.00524846     -0.0142027      
0               0.390327        0.0298478       0.618524        -0.16179        
-0.0559904      0.0824356       0.0112138       -8.61435e-05    4.0387e-05      
-6.3291e-05     1.54529e-34     2.28523e-38     
163.4           21.6694         0               -71.982         -1.75459        
-0.11796        4.00933         180             -3.85595        -1.12135        
-0.00226266     -0.0157554      0.107298        -124.956        35.7018         
95999.3         5939.54         5573.67         -73.112         2.09856         
422865          0               -0              228.329         2774.02         
3.10306         2249.98         124690          1041.02         0.4             
56              22226           22241           -0.712148       -0.712148       
0               0               0               0               0               
0               0               0               -3.84852        -1.12669        
-0.121855       -1.74748        -71.9768        0.000160503     4.52413e-05     
2.45267e-05     -0.0802769      0.0952753       -0.0296257      -4.41335        
4.92234         2.07921         6.93038         0.12806         0.000168551     
0.999997        0.00166981      -0.0015989      0.000246867     0.00071721      
-3070.33        0               0               0               0.0987882       
1               0.597576        0               -0.15           0.00122002      
-0.00879705     -3.6589e-06     0.0987882       0               -0.15           
0               0               0               0               5004            
-0.322636       0.137301        -0.0560546      0.05501         -0.0250481      
-0.00900361     0.00582735      -0.00327507     -0.00524846     -0.0142027      
0               0.392837        0.0300149       0.639564        -0.16179        
-0.0559904      0.0824356       0.0112138       -8.61435e-05    4.0387e-05      
-6.3291e-05     1.54529e-34     2.28523e-38     
163.5           21.6856         0               -71.9748        -1.7509         
-0.118417       4.00125         180             -3.84482        -1.13071        
-0.0022632      -0.0157554      0.107298        -124.962        35.7033         
96021           5943.99         5578.12         -73.1143        2.09109         
423450          0               -0              228.645         2769.54         
3.10197         2254.46         124690          1036.54         0.4             
56              22226           22241           -0.711966       -0.711966       
0               0               0               0               0               
0               0               0               -3.83738        -1.13606        
-0.122315       -1.74378        -71.9696        0.000160519     4.51585e-05     
2.45535e-05     -0.0810755      0.0960544       -0.0303055      -4.42141        
4.93191         2.07622         6.94142         0.129299        0.000168548     
0.999998        0.00151061      -0.00163913     0.000251476     0.00071429      
-3049.15        0               0               0               0.0987882       
1               0.597576        0               -0.15           0.00122002      
-0.00879705     -3.6589e-06     0.0987882       0               -0.15           
0               0               0               0               5004            
-0.319543       0.105196        -0.0560546      0.05501         -0.0250481      
-0.00900361     0.00582735      -0.00327507     -0.00524846     -0.0142027      
0               0.395354        0.030181        0.660028        -0.16179        
-0.0559904      0.0824356       0.0112138       -8.61435e-05    4.0387e-05      
-6.3291e-05     1.54529e-34     2.28523e-38     
163.6           21.7019         0               -71.9677        -1.7472         
-0.118873       3.99322         180             -3.83369        -1.14006        
-0.00226374     -0.0157554      0.107298        -124.968        35.7049         
96042.7         5948.45         5582.58         -73.1165        2.08364         
424035          0               -0              228.961         2765.06         
3.10088         2258.94         124690          1032.06         0.4             
56              22226           22241           -0.711783       -0.711783       
0               0               0               0               0               
0               0               0               -3.82626        -1.14542        
-0.122773       -1.74008        -71.9625        0.000160534     4.50756e-05     
2.45803e-05     -0.0818744      0.0968347       -0.0309865      -4.42956        
4.94155         2.07315         6.95255         0.130539        0.000168545     
0.999998        0.00134329      -0.00168019     0.000255638     0.000710612     
-3028.03        0               0               0               0.0987882       
1               0.597576        0               -0.15           0.00122002      
-0.00879705     -3.6589e-06     0.0987882       0               -0.15           
0               0               0               0               5004            
-0.311693       -0.135496       -0.0560546      0.05501         -0.0250481      
-0.00900361     0.00582735      -0.00327507     -0.00524846     -0.0142027      
0               0.397878        0.0303462       0.679982        -0.16179        
-0.0559904      0.0824356       0.0112138       -8.61435e-05    4.0387e-05      
-6.3291e-05     1.54529e-34     2.28523e-38     
163.7           21.7182         0               -71.9606        -1.74349        
-0.119327       3.98523         180             -3.82259        -1.14941        
-0.00226427     -0.0157554      0.107298        -124.974        35.7064         
96064.3         5952.92         5587.04         -73.1187        2.0762          
424621          0               -0              229.277         2760.59         
3.09979         2263.41         124690          1027.59         0.4             
56              22226           22241           -0.711598       -0.711598       
0               0               0               0               0               
0               0               0               -3.81514        -1.15477        
-0.123229       -1.73638        -71.9554        0.00016055      4.49928e-05     
2.46072e-05     -0.0826736      0.0976162       -0.0316688      -4.43779        
4.95127         2.07002         6.96377         0.131783        0.000168541     
0.999998        0.00116772      -0.0017221      0.000259337     0.000706159     
-3006.96        0               0               0               0.0987882       
1               0.597576        0               -0.15           0.00122002      
-0.00879705     -3.6589e-06     0.0987882       0               -0.15           
0               0               0               0               5004            
-0.303485       0.0199639       -0.0560546      0.05501         -0.0250481      
-0.00900361     0.00582735      -0.00327507     -0.00524846     -0.0142027      
0               0.400408        0.0305105       0.699483        -0.16179        
-0.0559904      0.0824356       0.0112138       -8.61435e-05    4.0387e-05      
-6.3291e-05     1.54529e-34     2.28523e-38     
163.8           21.7345         0               -71.9535        -1.73978        
-0.119779       3.97729         180             -3.81149        -1.15875        
-0.00226481     -0.0157554      0.107298        -124.981        35.7079         
96085.8         5957.4          5591.52         -73.121         2.06878         
425207          0               -0              229.594         2756.11         
3.0987          2267.89         124690          1023.11         0.4             
56              22226           22241           -0.711411       -0.711411       
0               0               0               0               0               
0               0               0               -3.80404        -1.16411        
-0.123684       -1.73267        -71.9483        0.000160566     4.49099e-05     
2.4634e-05      -0.083473       0.098399        -0.0323524      -4.4461         
4.96107         2.06682         6.97508         0.133029        0.000168538     
0.999998        0.00098376      -0.00176487     0.000262564     0.000700919     
-2985.96        0               0               0               0.0987882       
1               0.597576        0               -0.15           0.00122002      
-0.00879705     -3.6589e-06     0.0987882       0               -0.15           
0               0               0               0               5004            
-0.300778       -0.0832154      -0.0560546      0.05501         -0.0250481      
-0.00900361     0.00582735      -0.00327507     -0.00524846     -0.0142027      
0               0.402947        0.030674        0.718583        -0.16179        
-0.0559904      0.0824356       0.0112138       -8.61435e-05    4.0387e-05      
-6.3291e-05     1.54529e-34     2.28523e-38     
163.9           21.7509         0               -71.9464        -1.73607        
-0.12023        3.9694          180             -3.80041        -1.16808        
-0.00226535     -0.0157554      0.107298        -124.987        35.7095         
96107.3         5961.88         5596            -73.1232        2.06137         
425794          0               -0              229.91          2751.63         
3.09762         2272.37         124690          1018.63         0.4             
56              22226           22241           -0.711222       -0.711222       
0               0               0               0               0               
0               0               0               -3.79295        -1.17345        
-0.124137       -1.72895        -71.9412        0.000160581     4.4827e-05      
2.46608e-05     -0.0842727      0.099183        -0.0330372      -4.45448        
4.97095         2.06355         6.98649         0.134278        0.000168535     
0.999998        0.000791277     -0.00180854     0.000265318     0.000694918     
-2965.03        0               0               0               0.0987882       
1               0.597576        0               -0.15           0.00122002      
-0.00879705     -3.6589e-06     0.0987882       0               -0.15           
0               0               0               0               5004            
-0.30576        -0.108623       -0.0560546      0.05501         -0.0250481      
-0.00900361     0.00582735      -0.00327507     -0.00524846     -0.0142027      
0               0.405492        0.0308365       0.737325        -0.16179        
-0.0559904      0.0824356       0.0112138       -8.61435e-05    4.0387e-05      
-6.3291e-05     1.54529e-34     2.28523e-38     
164             21.7673         0               -71.9393        -1.73235        
-0.120679       3.96156         180             -3.78934        -1.1774         
-0.00226589     -0.0157554      0.107298        -124.993        35.711          
96128.7         5966.37         5600.49         -73.1254        2.05399         
426381          0               -0              230.227         2747.15         
3.09653         2276.85         124690          1014.15         0.4             
56              22226           22241           -0.711032       -0.711032       
0               0               0               0               0               
0               0               0               -3.78188        -1.18278        
-0.124589       -1.72523        -71.9341        0.000160597     4.47442e-05     
2.46876e-05     -0.0850727      0.0999682       -0.0337233      -4.46295        
4.98091         2.06021         6.99799         0.13553         0.000168531     
0.999998        0.000590131     -0.0018531      0.00026761      0.000688183     
-2944.15        0               0               0               0.0987882       
1               0.597576        0               -0.15           0.00122002      
-0.00879705     -3.6589e-06     0.0987882       0               -0.15           
0               0               0               0               5004            
-0.306112       -0.0342211      -0.0560546      0.05501         -0.0250481      
-0.00900361     0.00582735      -0.00327507     -0.00524846     -0.0142027      
0               0.408045        0.0309982       0.755748        -0.16179        
-0.0559904      0.0824356       0.0112138       -8.61435e-05    4.0387e-05      
-6.3291e-05     1.54529e-34     2.28523e-38     
164.1           21.7837         0               -71.9321        -1.72863        
-0.121126       3.95376         180             -3.77828        -1.18672        
-0.00226642     -0.0157554      0.107298        -124.999        35.7125         
96150.1         5970.87         5604.99         -73.1276        2.04661         
426969          0               -0              230.545         2742.68         
3.09544         2281.32         124690          1009.68         0.4             
56              22226           22241           -0.71084        -0.71084        
0               0               0               0               0               
0               0               0               -3.77085        -1.19198        
-0.125039       -1.72151        -71.927         0.000160612     4.46613e-05     
2.47144e-05     -0.0764439      0.0976423       -0.0237374      -4.42155        
4.95166         2.12954         6.97165         0.126258        0.000168528     
0.999998        0.000209977     -0.0018438      0.000253357     0.000657324     
-2923.28        0               0               0               0.0987882       
1               0.597576        0               -0.15           0.00122002      
-0.00879705     -3.6589e-06     0.0987882       0               -0.15           
0               0               0               0               5004            
-0.308661       -0.0110865      -0.0493831      0.0390964       -0.072095       
-0.00942902     0.00311242      -0.0106732      -0.00321641     -0.0805777      
0               0.385243        0.0295076       0.574383        -0.140202       
-0.124267       0.0957335       0.0145778       -8.61435e-05    4.0387e-05      
-6.3291e-05     1.54529e-34     2.28523e-38     
164.2           21.8001         0               -71.925         -1.72491        
-0.121572       3.94601         180             -3.76723        -1.19603        
-0.00226696     -0.0157554      0.107298        -125.006        35.7141         
96171.4         5975.38         5609.49         -73.1298        2.03926         
427557          0               -0              230.862         2738.2          
3.09435         2285.8          124690          1005.2          0.4             
56              22226           22241           -0.710646       -0.710646       
0               0               0               0               0               
0               0               0               -3.7598         -1.20129        
-0.125488       -1.71779        -71.9199        0.000160628     4.45784e-05     
2.47412e-05     -0.0772443      0.09843         -0.0244261      -4.42923        
4.96146         2.12714         6.98276         0.127482        0.000168525     
0.999998        -1.02628e-05    -0.00188969     0.000254858     0.000649749     
-2902.53        0               0               0               0.0987882       
1               0.597576        0               -0.15           0.00122002      
-0.00879705     -3.6589e-06     0.0987882       0               -0.15           
0               0               0               0               5004            
-0.313235       -0.0999295      -0.0493831      0.0390964       -0.072095       
-0.00942902     0.00311242      -0.0106732      -0.00321641     -0.0805777      
0               0.387739        0.0296765       0.596823        -0.140202       
-0.124267       0.0957335       0.0145778       -8.61435e-05    4.0387e-05      
-6.3291e-05     1.54529e-34     2.28523e-38     
164.3           21.8166         0               -71.9179        -1.72118        
-0.122017       3.9383          180             -3.7562         -1.20533        
-0.0022675      -0.0157554      0.107298        -125.012        35.7156         
96192.6         5979.89         5614            -73.132         2.03192         
428145          0               -0              231.18          2733.72         
3.09326         2290.28         124690          1000.72         0.4             
56              22226           22241           -0.71045        -0.71045        
0               0               0               0               0               
0               0               0               -3.74877        -1.21059        
-0.125935       -1.71406        -71.9128        0.000160644     4.44956e-05     
2.4768e-05      -0.0780451      0.099219        -0.025116       -4.43699        
4.97135         2.12466         6.99395         0.12871         0.000168522     
0.999998        -0.000239623    -0.00193654     0.000256055     0.00064178      
-2881.83        0               0               0               0.0987882       
1               0.597576        0               -0.15           0.00122002      
-0.00879705     -3.6589e-06     0.0987882       0               -0.15           
0               0               0               0               5004            
-0.318831       0.00412959      -0.0493831      0.0390964       -0.072095       
-0.00942902     0.00311242      -0.0106732      -0.00321641     -0.0805777      
0               0.390242        0.0298445       0.618517        -0.140202       
-0.124267       0.0957335       0.0145778       -8.61435e-05    4.0387e-05      
-6.3291e-05     1.54529e-34     2.28523e-38     
164.4           21.8331         0               -71.9108        -1.71745        
-0.122459       3.93065         180             -3.74518        -1.21462        
-0.00226803     -0.0157554      0.107298        -125.018        35.7172         
96213.8         5984.41         5618.52         -73.1342        2.0246          
428734          0               -0              231.498         2729.25         
3.09217         2294.75         124690          996.246         0.4             
56              22226           22241           -0.710252       -0.710252       
0               0               0               0               0               
0               0               0               -3.74022        -1.22107        
-0.124906       -1.71284        -71.9046        0.00012529      6.47415e-05     
-1.341e-05      -0.0788613      0.0999929       -0.0258018      -4.44484        
4.98131         2.12211         7.00524         0.129936        0.000141664     
0.999998        -0.000497046    -0.00202814     0.000257004     0.000633507     
-2861.2         0               0               0               0.0987882       
1               0.597576        0               -0.15           0.00122002      
-0.00879705     -3.6589e-06     0.0987882       0               -0.15           
0               0               0               0               5004            
-0.314721       0.0683425       -0.0493831      0.0390964       -0.072095       
-0.00942902     0.00311242      -0.0106732      -0.00321641     -0.0805777      
0               0.392752        0.0300116       0.639558        -0.140202       
-0.124267       0.0957335       0.0145778       3.53697e-05     -2.03288e-05    
3.82047e-05     1.54529e-34     2.28523e-38     
164.5           21.8496         0               -71.9037        -1.71371        
-0.122901       3.92304         180             -3.73418        -1.22391        
-0.00226857     -0.0157554      0.107298        -125.024        35.7187         
96234.9         5988.94         5623.05         -73.1364        2.0173          
429324          0               -0              231.816         2724.77         
3.09109         2299.23         124690          991.769         0.4             
56              22226           22241           -0.710053       -0.710053       
0               0               0               0               0               
0               0               0               -3.72921        -1.23036        
-0.12535        -1.7091         -71.8975        0.000125305     6.46586e-05     
-1.33832e-05    -0.0798077      0.10063         -0.0264424      -4.45277        
4.99134         2.1195          7.01662         0.131129        0.000141638     
0.999998        -0.000744212    -0.00207564     0.000257733     0.000625018     
-2840.63        0               0               0               0.0987882       
1               0.597576        0               -0.15           0.00122002      
-0.00879705     -3.6589e-06     0.0987882       0               -0.15           
0               0               0               0               5004            
-0.313784       -0.0507282      -0.0493831      0.0390964       -0.072095       
-0.00942902     0.00311242      -0.0106732      -0.00321641     -0.0805777      
0               0.395269        0.0301777       0.660022        -0.140202       
-0.124267       0.0957335       0.0145778       3.53697e-05     -2.03288e-05    
3.82047e-05     1.54529e-34     2.28523e-38     
164.6           21.8662         0               -71.9027        -1.70998        
-0.123159       3.91357         180             -3.72317        -1.22713        
-0.00226877     -0.0157554      0.036265        -125.03         35.7202         
96255.9         5993.48         5627.59         -73.1386        2.01001         
429914          0               -0              232.135         2720.29         
3.09            2303.71         124690          987.292         0.4             
56              22226           22243           -0.709936       -0.709936       
0               0               0               0               0               
0               0               0               -3.71821        -1.23359        
-0.125611       -1.70537        -71.8965        0.000125316     6.4584e-05      
-1.33621e-05    -0.0807546      0.101267        -0.0270843      -4.4608         
5.00143         2.11682         7.02809         0.132325        0.000141611     
0.999997        -0.000903316    -0.0021242      0.000258482     0.000616578     
-2820.11        0               0               0               0.0987882       
1               0.597576        0               -0.15           0.00122002      
-0.00879705     -3.6589e-06     0.0987882       0               -0.15           
0               0               0               0               5004            
-0.317518       0.0311286       -0.0493831      0.0390964       -0.072095       
-0.00942902     0.00311242      -0.0106732      -0.00321641     -0.0805777      
0               0.397793        0.030343        0.679976        -0.140202       
-0.124267       0.0957335       0.0145778       3.53697e-05     -2.03288e-05    
3.82047e-05     1.54529e-34     2.28523e-38     
164.7           21.8827         0               -71.9027        -1.70625        
-0.123386       3.9038          180             -3.71218        -1.22932        
-0.0022689      -0.0157554      0.036265        -125.037        35.7218         
96276.9         5998.02         5632.13         -73.1408        2.00274         
430504          0               -0              232.453         2715.82         
3.08891         2308.18         124690          982.815         0.4             
56              22226           22243           -0.709833       -0.709833       
0               0               0               0               0               
0               0               0               -3.70722        -1.23578        
-0.12584        -1.70164        -71.8965        0.000125325     6.45108e-05     
-1.33419e-05    -0.0817021      0.101906        -0.0277274      -4.46892        
5.01159         2.11408         7.03965         0.133525        0.000141584     
0.999997        -0.00103847     -0.00217377     0.000259528     0.000608574     
-2799.66        0               0               0               0.0987882       
1               0.597576        0               -0.15           0.00122002      
-0.00879705     -3.6589e-06     0.0987882       0               -0.15           
0               0               0               0               5004            
-0.325116       0.0464753       -0.0493831      0.0390964       -0.072095       
-0.00942902     0.00311242      -0.0106732      -0.00321641     -0.0805777      
0               0.400324        0.0305073       0.699478        -0.140202       
-0.124267       0.0957335       0.0145778       3.53697e-05     -2.03288e-05    
3.82047e-05     1.54529e-34     2.28523e-38     
164.8           21.8993         0               -71.9028        -1.70252        
-0.123612       3.89405         180             -3.70121        -1.2315         
-0.00226904     -0.0157554      0.036265        -125.043        35.7233         
96297.9         6002.57         5636.68         -73.143         1.99549         
431095          0               -0              232.772         2711.34         
3.08782         2312.66         124690          978.338         0.4             
56              22226           22243           -0.70973        -0.70973        
0               0               0               0               0               
0               0               0               -3.69623        -1.23797        
-0.126069       -1.69791        -71.8965        0.000125335     6.44375e-05     
-1.33217e-05    -0.0826502      0.102545        -0.0283718      -4.47714        
5.02182         2.11128         7.05131         0.134728        0.000141558     
0.999997        -0.00117742     -0.00222438     0.000260947     0.000601087     
-2779.27        0               0               0               0.0987882       
1               0.597576        0               -0.15           0.00122002      
-0.00879705     -3.6589e-06     0.0987882       0               -0.15           
0               0               0               0               5004            
-0.321303       0.0757487       -0.0493831      0.0390964       -0.072095       
-0.00942902     0.00311242      -0.0106732      -0.00321641     -0.0805777      
0               0.402862        0.0306708       0.718577        -0.140202       
-0.124267       0.0957335       0.0145778       3.53697e-05     -2.03288e-05    
3.82047e-05     1.54529e-34     2.28523e-38     
164.9           21.916          0               -71.9028        -1.69878        
-0.123838       3.88432         180             -3.69024        -1.23369        
-0.00226918     -0.0157554      0.0362649       -125.049        35.7249         
96318.7         6007.13         5641.24         -73.1452        1.98825         
431686          0               -0              233.092         2706.86         
3.08673         2317.14         124690          973.861         0.4             
56              22226           22243           -0.709626       -0.709626       
0               0               0               0               0               
0               0               0               -3.68527        -1.24016        
-0.126297       -1.69417        -71.8966        0.000125345     6.43643e-05     
-1.33015e-05    -0.0835988      0.103185        -0.0290176      -4.48545        
5.0321          2.10841         7.06305         0.135934        0.000141531     
0.999997        -0.00132022     -0.00227604     0.000262804     0.000594174     
-2758.94        0               0               0               0.0987882       
1               0.597576        0               -0.15           0.00122002      
-0.00879705     -3.6589e-06     0.0987882       0               -0.15           
0               0               0               0               5004            
-0.316243       -0.0881881      -0.0493831      0.0390964       -0.072095       
-0.00942902     0.00311242      -0.0106732      -0.00321641     -0.0805777      
0               0.405407        0.0308334       0.737319        -0.140202       
-0.124267       0.0957335       0.0145778       3.53697e-05     -2.03288e-05    
3.82047e-05     1.54529e-34     2.28523e-38     
165             21.9326         0               -71.9028        -1.69504        
-0.124064       3.8746          180             -3.67929        -1.23587        
-0.00226931     -0.0157554      0.0362649       -125.055        35.7264         
96339.5         6011.7          5645.8          -73.1474        1.98103         
432277          0               -0              233.411         2702.38         
3.08564         2321.62         124690          969.384         0.4             
56              22226           22243           -0.709522       -0.709522       
0               0               0               0               0               
0               0               0               -3.67431        -1.24235        
-0.126525       -1.69043        -71.8966        0.000125355     6.42911e-05     
-1.32814e-05    -0.084548       0.103827        -0.0296647      -4.49386        
5.04245         2.10548         7.07489         0.137143        0.000141504     
0.999996        -0.00146695     -0.00232879     0.00026517      0.000587904     
-2738.66        0               0               0               0.0987882       
1               0.597576        0               -0.15           0.00122002      
-0.00879705     -3.6589e-06     0.0987882       0               -0.15           
0               0               0               0               5004            
-0.315778       -0.0968093      -0.0493831      0.0390964       -0.072095       
-0.00942902     0.00311242      -0.0106732      -0.00321641     -0.0805777      
0               0.40796         0.0309951       0.755743        -0.140202       
-0.124267       0.0957335       0.0145778       3.53697e-05     -2.03288e-05    
3.82047e-05     1.54529e-34     2.28523e-38     
165.1           21.9493         0               -71.9028        -1.69129        
-0.124289       3.86491         180             -3.66835        -1.23805        
-0.00226945     -0.0157554      0.0362649       -125.062        35.728          
96360.3         6016.28         5650.38         -73.1496        1.97383         
432870          0               -0              233.731         2697.91         
3.08456         2326.09         124690          964.907         0.4             
56              22226           22243           -0.709418       -0.709418       
0               0               0               0               0               
0               0               0               -3.66334        -1.24448        
