1 f16c11_7.asc 3 Waypoints and terminal glide slope to IP ' F16 Aircraft ' Nov 30 2022 21:43:09
  0  0 63
time            vmach           pdynmc          dvba            psiblx          
thtblx          phiblx          alppx           phipx           alphax          
betax           erq             etbl            ppx             qqx             
rrx             VBEB1           VBEB2           VBEB3           SBEL1           
SBEL2           SBEL3           VBEL1           VBEL2           VBEL3           
dvbe            hbe             psivlx          thtvlx          alx             
anx             ayx             throttle        thrust          idle            
mil             max             stmarg          dma             dmde            
gmax            gminx           realp1          realp2          wnp             
zetp            realy1          realy2          wny             zety            
nl_gain         dwbh            wp_flag         delacx          delecx          
delrcx          alcomx          ancomx          altcom          zetlagr         
delax           delex           delrx           
20.8639         -67.7174        15.8095         -4.96974        15.7534         
-1.35242        -2.1873e-06     1.41421         33.587          18.768          
1.19682         169.681         -4.16898        47.8102         12504.3         
7745.4          -1561.59        97.2717         -141.57         -39.8873        
176.337         1561.59         -55.5074        13.0734         -5.20971        
5.83576         0.157987        0.77            49384.6         -2375.89        
49381.4         92772.7         -0.00270108     0.202729        -12.1597        
5.45945         -1.69715        -0.67095        -1.63257        0               
0               0               0               3.10201         0.00334194      
0.4             14183.1         1               0.935375        -0.298632       
0               -2.08879        5.45945         2000            0.7             
0.980139        -0.395301       0               
82.5            0.52525         16199.3         175.556         -71.6427        
21.6825         -64.8066        15.9184         -2.58244        15.9036         
-0.708085       -2.6019e-06     1.41421         38.03           17.6997         
0.714982        168.83          -2.17668        48.0487         12513.8         
7731.16         -1565.66        92.4047         -143.363        -41.5401        
175.548         1565.66         -57.1961        13.6878         -5.05955        
5.81487         0.106255        0.77            49352.1         -2327.87        
49348.9         92646.3         0.00017668      -0.0131181      -11.8186        
5.40849         -1.6813         -1.02287        -1.26223        0               
0               0               0               3.07403         0.00338252      
0.4             14167           1               4.01228         -0.00154058     
0               -1.76808        5.40849         2000            0.7             
3.08286         -0.0728998      0               
82.6            0.522885        16045.3         174.756         -73.256         
22.5134         -61.1823        15.9167         0.546942        15.9168         
0.149998        -3.6438e-06     1.41421         47.0769         16.4483         
0.644063        168.062         0.450027        47.873          12522.8         
7716.74         -1569.91        87.6038         -144.842        -43.3976        
174.748         1569.91         -58.8335        14.3795         -4.82701        
5.74269         0.0417634       0.77            49318.6         -2279.27        
49315.4         92517.2         2.44207e-05     -0.00179572     -11.5763        
5.35708         -1.66532        -0.977466       -1.29565        0               
0               0               0               3.0582          0.00339592      
0.4             14150.8         1               6.61002         0.169827        
0               -1.45843        5.35708         2000            0.7             
5.85102         0.134612        0               
82.7            0.520551        15893.7         173.967         -74.6837        
23.3969         -56.5568        15.8108         4.55177         15.7645         
1.23906         -5.10363e-06    1.41421         57.0193         15.1972         
1.04523         167.39          3.75398         47.2026         12531.3         
7702.2          -1574.35        82.9642         -145.984        -45.4702        
173.959         1574.35         -60.39          15.1522         -4.49567        
5.61455         -0.0402499      0.77            49284.3         -2231.31        
49281.1         92387.8         -0.00333158     0.243019        -11.463         
5.30647         -1.64959        -0.614351       -1.6547         0               
0               0               0               3.05726         0.00337571      
0.4             14134.6         1               10.1252         0.157175        
0               -1.16599        5.30647         2000            0.7             
9.07715         0.184861        0               
82.8            0.518325        15749.1         173.214         -75.8822        
24.3791         -50.7791        15.6184         9.41835         15.4194         
2.52536         -7.20511e-06    1.41421         68.5829         14.1596         
1.97179         166.822         7.62376         45.962          12539.4         
7687.56         -1579.01        78.601          -146.767        -47.7683        
173.207         1579.01         -61.8288        16.0089         -4.05323        
5.42602         -0.136149       0.77            49249.7         -2185.53        
49246.5         92260.9         -0.010139       0.735256        -11.5309        
5.25818         -1.63458        -0.263012       -2.0114         0               
0               0               0               3.07363         0.00331685      
0.4             14118.4         1               13.6241         -0.0927706      
0               -0.897915       5.25818         2000            0.7             
12.6939         -1.3848e-05     0               
82.9            0.516272        15615.2         172.518         -76.8046        
25.5087         -43.7692        15.3662         15.0159         14.8671         
3.93728         -9.58347e-06    1.41421         79.1319         13.5667         
3.46058         166.353         11.8371         44.1148         12547.1         
7672.86         -1583.91        74.6327         -147.181        -50.2785        
172.511         1583.91         -63.1113        16.9448         -3.50255        
5.18304         -0.244839       0.77            49215.1         -2143.19        
49211.9         92138.9         -0.0219402      1.58578         -11.6753        
5.21346         -1.62068        0.130048        -2.41227        0               
0               0               0               3.13713         0.00319093      
0.4             14102.3         1               16.3653         -0.391464       
0               -0.661433       5.21346         2000            0.7             
15.7116         -0.297444       0               
83              0.514396        15492.1         171.881         -77.3792        
26.8232         -35.747         15.0711         20.8349         14.1286         
5.3073          -1.13316e-05    1.41421         85.4467         13.3793         
5.63267         165.97          15.8896         41.7348         12554.4         
7658.13         -1589.07        71.1643         -147.218        -52.9487        
171.875         1589.07         -64.2011        17.9427         -2.86377        
4.88572         -0.354348       0.77            49180.4         -2104.39        
49177.2         92021.8         -0.0388414      2.80464         -11.7345        
5.17237         -1.60791        0.550542        -2.81442        0               
0               0               0               3.26699         0.00299834      
0.4             14086.2         1               16.9382         -0.957034       
0               -0.462848       5.17237         2000            0.7             
17.0923         -0.773621       0               
83.1            0.512691        15379.3         171.3           -77.4926        
28.3402         -27.2746        14.7237         25.8839         13.3041         
6.37132         -1.11263e-05    1.41421         83.1918         13.755          
8.73751         165.676         19.0005         39.1384         12561.3         
7643.43         -1594.5         68.2584         -146.904        -55.6937        
171.295         1594.5          -65.0783        18.9737         -2.21268        
4.57713         -0.450202       0.77            49145.5         -2068.99        
49142.3         91909.4         -0.0555256      4.00362         -11.7479        
5.13471         -1.5962         0.884726        -3.12824        0               
0               0               0               3.38686         0.00282216      
0.4             14070.3         1               14.8804         -2.08027        
0               -0.305234       5.13471         2000            0.7             
15.6126         -1.51737        0               
83.2            0.511124        15274.7         170.765         -77.0185        
30.079          -19.2515        14.3312         28.6723         12.6357         
6.82167         -8.64013e-06    1.41421         71.0014         15.4107         
12.7278         165.452         20.2752         37.0561         12568           
7628.76         -1600.21        65.9064         -146.289        -58.436         
170.76          1600.21         -65.7475        20.0116         -1.61734        
4.32219         -0.498709       0.77            49110.3         -2036.34        
49107           91800.1         -0.062777       4.4957          -11.4822        
5.0998          -1.58534        1.01438         -3.23573        0               
0               0               0               3.4182          0.00273944      
0.4             14054.4         1               12.0092         -3.62012        
0               -0.187          5.0998          2000            0.7             
12.8254         -3.38291        0               
83.3            0.509614        15173.5         170.249         -75.8672        
32.0758         -12.3995        13.9691         27.9205         12.3976         
6.49085         -5.5737e-06     1.41421         53.3142         17.7981         
17.1263         165.215         19.2388         36.2832         12574.5         
7614.18         -1606.19        64.0192         -145.389        -61.2097        
170.244         1606.19         -66.2346        21.072          -1.12102        
4.27789         -0.478485       0.77            49074.1         -2004.81        
49070.9         91690.9         -0.0642711      4.57219         -11.3403        
5.06598         -1.57483        1.03859         -3.24697        0               
0               0               0               3.41675         0.00271781      
0.4             14038.7         1               9.2071          -3.67774        
0               -0.102661       5.06598         2000            0.7             
10.0047         -3.75457        0               
83.4            0.508075        15070.3         169.722         -73.9732        
34.2297         -6.94988        13.6945         23.3521         12.6108         
5.38492         -3.27395e-06    1.41421         34.5345         19.3166         
21.2423         164.899         15.9226         36.8564         12580.9         
7599.7          -1612.45        62.5023         -144.181        -64.1027        
169.717         1612.45         -66.5633        22.1915         -0.688378       
4.3818          -0.391242       0.77            49036.4         -1972.68        
49033.2         91578.2         -0.0623736      4.40704         -11.3217        
5.03155         -1.56413        1.00172         -3.20629        0               
0               0               0               3.2832          0.00284168      
0.4             14023.1         1               5.9343          -2.97729        
0               -0.0472884      4.76255         2000            0.7             
6.91317         -3.25858        0               
83.5            0.506441        14961.5         169.163         -71.3745        
36.3542         -2.8899         13.58           15.484          13.1049         
3.59408         -1.9811e-06     1.41421         16.5745         19.2015         
24.4635         164.436         10.6013         38.243          12587           
7585.35         -1619.01        61.2883         -142.652        -67.1441        
169.158         1619.01         -66.75          23.3865         -0.315754       
4.54649         -0.248037       0.77            48996.7         -1938.64        
48993.5         91459.1         -0.0582178      4.08369         -11.3745        
4.9952          -1.55283        0.923009        -3.12904        0               
0               0               0               3.07286         0.00307481      
0.4             14007.7         1               1.96308         -1.90296        
0               -0.0173351      4.3757          2000            0.7             
3.18779         -2.18631        0               
83.6            0.504674        14844.7         168.56          -68.2209        
38.2591         -0.000810285    13.6779         5.29943         13.622          
1.25147         -1.53656e-06    1.41421         0.742073        17.4137         
26.3811         163.782         3.68065         39.6509         12593.1         
7571.18         -1625.89        60.3156         -140.826        -70.2879        
168.554         1625.89         -66.8146        24.6457         -0.0191349      
4.65786         -0.0633227      0.77            48954.7         -1901.95        
48951.5         91332.1         -0.0522472      3.63216         -11.3858        
4.95623         -1.54072        0.808673        -3.01483        0               
0               0               0               3.04249         0.00314617      
0.4             13992.4         1               -3.28261        -1.47318        
0               -0.00869999     3.9987          2000            0.7             
-1.42845        -1.38711        0               
83.7            0.502784        14720.7         167.914         -64.7672        
39.8484         1.47511         14.0318         -6.02134        13.9578         
-1.45744        -1.60542e-06    1.41421         -11.8383        15.0763         
26.4794         162.906         -4.2692         40.4508         12599.1         
7557.19         -1633.07        59.526          -138.776        -73.4228        
167.908         1633.07         -66.7838        25.9305         0.188999        
4.64998         0.149233        0.77            48910.4         -1862.8         
48907.2         91197.5         -0.0450887      3.09859         -11.42          
4.91483         -1.52785        0.66706         -2.86707        0               
0               0               0               3.02418         0.0031896       
0.4             13977.4         1               -7.34649        -1.56099        
0               -0.0161843      3.62227         2000            0.7             
-5.93129        -1.61755        0               
83.8            0.500793        14590.9         167.235         -61.3287        
41.1568         2.04851         14.6401         -17.14          14.0165         
-4.27183        -1.81404e-06    1.41421         -20.9533        12.6674         
24.5534         161.807         -12.4531        40.3544         12605           
7543.42         -1640.57        58.8552         -136.583        -76.4608        
167.228         1640.57         -66.6882        27.2082         0.309579        
4.55888         0.364499        0.77            48864           -1821.63        
48860.8         91056.1         -0.0427278      2.90885         -11.2421        
4.87148         -1.51437        0.617473        -2.80761        0               
0               0               0               3.00985         0.00320419      
0.4             13962.6         1               -11.5676        -1.12526        
0               -0.0340831      3.24576         2000            0.7             
-10.4921        -1.26879        0               
83.9            0.498739        14457.6         166.534         -58.2259        
42.2174         1.74665         15.3458         -27.0269        13.7374         
-6.90708        -1.82697e-06    1.41421         -25.7415        10.0599         
20.6237         160.598         -20.0214        39.2244         12610.9         
7529.88         -1648.36        58.2524         -134.33         -79.3304        
166.527         1648.36         -66.556         28.4494         0.360343        
4.35915         0.562599        0.77            48815.7         -1779.25        
48812.5         90909.7         -0.047313       3.19992         -10.875         
4.82699         -1.50054        0.707067        -2.88315        0               
0               0               0               3.00066         0.00318291      
0.4             13948           1               -14.887         -0.547267       
0               -0.0573774      2.87326         2000            0.7             
-14.0706        -0.716001       0               
84              0.496682        14324.4         165.831         -55.76          
43.0551         0.748621        15.918          -35.1025        13.1339         
-9.07426        -1.57308e-06    1.41421         -26.9737        7.55674         
14.8653         159.474         -26.1466        37.177          12616.7         
7516.56         -1656.42        57.6895         -132.104        -81.9639        
165.824         1656.42         -66.4093        29.6224         0.363029        
4.06413         0.720445        0.77            48766           -1736.83        
48762.8         90760.8         -0.0512881      3.44442         -10.6047        
4.7825          -1.48671        0.783789        -2.93891        0               
0               0               0               2.99666         0.00312687      
0.4             13933.7         1               -16.6787        -0.578984       
0               -0.0822675      2.51128         2000            0.7             
-16.3657        -0.416663       0               
84.1            0.494678        14194.4         165.146         -54.186         
43.7263         -0.771965       16.1623         -41.0558        12.3278         
-10.5345        -1.14916e-06    1.41421         -25.0639        6.06643         
7.69031         158.619         -30.185         34.6354         12622.4         
7503.45         -1664.74        57.1559         -129.981        -84.3155        
165.139         1664.74         -66.2637        30.702          0.329685        
3.74012         0.820847        0.77            48715.5         -1695.48        
48712.3         90611.9         -0.0518858      3.45295         -10.4537        
4.73912         -1.47322        0.798823        -2.92716        0               
0               0               0               2.9961          0.0030491       
0.4             13919.6         1               -16.8762        -0.414838       
0               -0.106272       2.16517         2000            0.7             
-17.1322        -0.561888       0               
84.2            0.492754        14069.4         164.487         -53.6703        
44.2958         -2.73021        15.9459         -44.6908        11.482          
-11.1404        -7.12856e-07    1.41421         -20.1836        5.13884         
-0.144551       158.158         -31.7727        32.0989         12628.1         
7490.56         -1673.28        56.6202         -127.983        -86.4194        
164.481         1673.28         -66.1352        31.6957         0.260334        
3.47482         0.858026        0.77            48664.4         -1655.77        
48661.2         90464.3         -0.0499191      3.29238         -10.2468        
4.69739         -1.46025        0.768193        -2.86931        0               
0               0               0               2.99646         0.00296703      
0.4             13905.7         1               -15.0681        0.591156        
0               -0.127003       1.83393         2000            0.7             
-15.5982        0.202525        0               
84.3            0.490916        13949.7         163.857         -54.2807        
44.7291         -4.80211        15.1711         -45.7974        10.7053         
-10.8134        -3.74294e-07    1.41421         -12.2653        4.08345         
-8.09765        158.146         -30.7335        29.8723         12633.7         
7477.85         -1682.02        56.0473         -126.117        -88.3201        
163.851         1682.02         -66.0392        32.6174         0.158906        
3.25681         0.821621        0.77            48612.8         -1617.83        
48609.6         90318.4         -0.0382004      2.48398         -10.2428        
4.65741         -1.44782        0.545183        -2.61588        0               
0               0               0               2.99604         0.00289213      
0.4             13892           1               -12.4488        1.38754         
0               -0.142286       1.51427         2000            0.7             
-13.3229        1.13232         0               
84.4            0.489198        13837           163.266         -55.9885        
44.9529         -6.78192        13.8315         -44.0789        10.0302         
-9.57319        -3.6918e-07     1.41421         -2.77059        2.71727         
-15.543         158.532         -27.1459        28.0164         12639.3         
7465.33         -1690.94        55.4147         -124.396        -90.0496        
163.261         1690.94         -65.9884        33.4747         0.0346792       
3.08666         0.717493        0.77            48561.1         -1582.29        
48558           90175.8         -0.0272083      1.7463          -10.3198        
4.61979         -1.43613        0.304558        -2.34817        0               
0               0               0               2.99458         0.00282756      
0.4             13878.5         1               -8.82422        2.7622          
0               -0.150429       1.20283         2000            0.7             
-9.89512        2.34971         0               
84.5            0.487635        13733.3         162.727         -58.6335        
44.8707         -8.41349        12.0145         -38.9763        9.39452         
-7.52356        -7.41249e-07    1.41421         7.74408         0.477379        
-21.6306        159.162         -21.3019        26.3117         12644.8         
7452.97         -1700.02        54.7099         -122.835        -91.6344        
162.722         1700.02         -65.9922        34.2728         -0.09446        
2.92135         0.553652        0.77            48509.7         -1549.85        
48506.5         90037.9         -0.0152863      0.969224        -10.2379        
4.58517         -1.42536        -0.01545        -1.99573        0               
0               0               0               2.98381         0.0028402       
0.4             13865.2         1               -4.99317        3.85532         
0               -0.150353       0.896317        2000            0.7             
-6.04495        3.63139         0               
84.6            0.486282        13641.7         162.258         -61.9236        
44.4115         -9.47616        9.9383          -29.4467        8.67574         
-4.86742        -1.38503e-06    1.41421         17.0702         -2.30573        
-25.7666        159.822         -13.7653        24.3675         12650.3         
7440.76         -1709.26        53.9551         -121.473        -93.0563        
162.254         1709.26         -66.0505        34.9963         -0.210502       
2.69567         0.345047        0.77            48458.9         -1521.6         
48455.7         89907.3         0.000334293     -0.020943       -10.1577        
4.55457         -1.41585        0               0               0.994023        
0.994077        0               0               2.97384         0.00285716      
0.4             13852           1               -1.22152        4.07395         
0               -0.142389       0.595414        2000            0.7             
-2.28211        4.09361         0               
84.7            0.485152        13562.7         161.864         -65.524         
43.5944         -9.90745        7.99405         -13.6146        7.77302         
-1.87615        -2.02864e-06    1.41421         24.1109         -5.11724        
-27.6907        160.289         -5.29931        21.8634         12655.6         
7428.67         -1718.63        53.1829         -120.348        -94.2683        
161.86          1718.63         -66.159         35.6199         -0.315903       
2.40872         0.114203        0.77            48408.9         -1497.81        
48405.8         89784.6         0.00433841      -0.269871       -10.084         
4.52821         -1.40766        0               0               1.09738         
0.884051        0               0               2.96522         0.00287645      
0.4             13839           1               2.39697         4.56676         
0               -0.127463       0.304577        2000            0.7             
1.4228          4.40611         0               
84.8            0.484197        13493.6         161.527         -69.107         
42.467          -9.68388        6.705           10.0225         6.60479         
1.16454         -2.49103e-06    1.41421         29.0375         -8.17844        
-27.3837        160.42          3.28043         18.5621         12660.9         
7416.68         -1728.1         52.413          -119.483        -95.2193        
161.524         1728.1          -66.3146        36.122          -0.409661       
2.02723         -0.117697       0.77            48359.6         -1477.47        
48356.5         89667.9         0.00432696      -0.267787       -10.0135        
4.50513         -1.40048        0               0               1.07905         
0.879506        0               0               2.95765         0.00289968      
0.4             13826.1         1               5.41612         4.0732          
0               -0.106211       0.0294361       2000            0.7             
4.64327         4.34775         0               
84.9            0.483376        13432.1         161.235         -72.397         
41.111          -8.81225        6.52453         37.7149         5.17074         
3.98669         -2.68169e-06    1.41421         32.0598         -10.523         
-25.0209        160.188         11.2053         14.4879         12666.1         
7404.76         -1737.66        51.6755         -118.918        -95.8336        
161.232         1737.66         -66.5127        36.4686         -0.49906        
1.55992         -0.330889       0.77            48310.8         -1459.81        
48307.7         89556.1         0.000522921     -0.0322602      -9.94444        
4.48458         -1.3941         0               0               0.941161        
0.982586        0               0               3.00129         0.00287788      
0.4             13813.3         1               7.57308         3.01252         
0               -0.0793554      -0.222327       2000            0.7             
7.07495         3.31034         0               
85              0.482631        13374.8         160.968         -75.1949        
39.6679         -7.33203        7.2884          60.8615         3.56413         
6.36297         -2.62097e-06    1.41421         33.6654         -11.9046        
-20.8449        159.665         17.8334         9.94188         12671.2         
7392.88         -1747.26        50.9702         -118.66         -96.0823        
160.966         1747.26         -66.7541        36.649          -0.593631       
1.08345         -0.509395       0.77            48262.3         -1443.66        
48259.2         89446.9         -0.00622743     0.383197        -9.66628        
4.46547         -1.38816        -0.299563       -1.53979        0               
0               0               0               3.24528         0.00264906      
0.4             13800.5         1               9.10754         2.08384         
0               -0.0467466      -0.446911       2000            0.7             
8.74549         2.34666         0               
85.1            0.481913        13319.3         160.711         -77.3366        
38.2457         -5.25897        8.32189         76.9984         1.88506         
8.10804         -2.43595e-06    1.41421         34.6264         -12.5315        
-15.0408        159.016         22.6595         5.23529         12676.3         
7381.02         -1756.86        50.2868         -118.69         -95.9741        
160.708         1756.86         -67.0385        36.6692         -0.681956       
0.614405        -0.63824        0.77            48213.9         -1428.09        
48210.8         89338.7         -0.00934335     0.572582        -9.35382        
4.44693         -1.38239        -0.15891        -1.67397        0               
0               0               0               3.27653         0.00260694      
0.4             13787.8         1               9.54813         0.91266         
0               -0.00827035     -0.644198       2000            0.7             
9.5454          1.24499         0               
85.2            0.48117         13262.5         160.445         -78.7052        
36.9133         -2.62862        9.0973          88.4358         0.250454        
9.09468         -2.17357e-06    1.41421         34.4432         -12.3544        
-8.18089        158.424         25.3533         0.698605        12681.3         
7369.14         -1766.44        49.6215         -118.973        -95.5238        
160.442         1766.44         -67.3599        36.5396         -0.753206       
0.180128        -0.708913       0.77            48165.4         -1412.05        
48162.3         89229.6         -0.0212293      1.33813         -9.19274        
4.42798         -1.3765         0.229316        -2.08459        0               
0               0               0               3.1953          0.00265629      
0.4             13775           1               9.02636         -0.40576        
0               0.0354387       -0.815541       2000            0.7             
9.2549          -0.036548       0               
85.3            0.480371        13203           160.161         -79.2426        
35.7032         0.156652        9.34248         97.0913         -1.16356        
9.27074         -1.05269e-06    1.41421         17.0542         -11.5177        
-0.518735       158.034         25.7939         -3.19953        12686.2         
7357.22         -1775.96        48.9646         -119.474        -94.7567        
160.158         1775.96         -67.7145        36.274          -0.861805       
-0.205003       -0.784629       0.77            48116.7         -1394.97        
48113.6         89118.8         -0.0361591      2.35086         -8.94269        
4.40811         -1.37032        0.69348         -2.3789         0               
0               0               0               3.14163         0.00267791      
0.4             13762.3         1               -20             -1.7814         
0               0.0840482       -0.963966       2000            0.7             
-11.3917        -1.45633        0               
85.4            0.479543        13142.3         159.867         -78.7735        
34.5931         -1.76012        8.81468         99.9044         -1.5282         
8.68408         -4.71986e-06    1.41421         -61.1562        -11.1267        
8.01867         157.976         24.13           -4.20354        12691.1         
7345.24         -1785.39        48.3011         -120.133        -93.7635        
159.864         1785.39         -68.0968        35.9104         -0.790891       
-0.277856       -0.715476       0.77            48068.2         -1377.39        
48065           89007.4         -0.0371817      2.42617         -8.8533         
4.38783         -1.36402        0.749547        -2.37641        0               
0               0               0               3.22862         0.00259651      
0.4             13749.5         1               -2.57704        -0.339449       
0               0.137091        -1.09553        2000            0.7             
-15.6455        -1.03756        0               
85.5            0.478865        13090           159.623         -77.3749        
33.4701         -7.51356        7.69083         100.651         -1.43015        
7.55966         -5.07104e-06    1.41421         -48.3407        -13.6051        
12.4584         158.185         20.9936         -3.93885        12695.9         
7333.19         -1794.71        47.8467         -120.748        -92.7874        
159.621         1794.71         -68.3839        35.5419         -0.529473       
-0.262164       -0.489473       0.77            48021.1         -1362.77        
48018           88902.9         -0.0327769      2.12661         -9.02717        
4.37038         -1.35859        0.644318        -2.28211        0               
0               0               0               3.25446         0.00257381      
0.4             13736.6         1               12.4907         -0.0810467      
0               0.177062        -1.23569        2000            0.7             
15.9341         0.301959        0               
85.6            0.478269        13042.6         159.407         -75.4923        
32.2339         -9.43007        6.41735         109.07          -2.10479        
6.0645          -1.40544e-06    1.41421         -21.8172        -15.3476        
15.1806         158.407         16.8353         -5.80841        12700.7         
7321.08         -1803.94        47.5892         -121.416        -91.6708        
159.405         1803.94         -68.5972        35.1052         -0.427236       
-0.532539       -0.441831       0.77            47975           -1349.81        
47971.9         88802.6         -0.0405255      2.6243          -8.54578        
4.35455         -1.35367        0.868542        -2.39073        0               
0               0               0               3.18746         0.00261434      
0.4             13723.7         1               -1.42284        -2.54954        
0               0.206819        -1.35367        2000            0.7             
-0.318195       -1.80746        0               
85.7            0.477672        12995.4         159.192         -73.2961        
30.9861         -10.7539        5.23897         123.464         -2.89505        
4.36964         -1.81913e-06    1.41421         -25.3914        -15.5854        
17.0052         158.525         12.1243         -8.00066        12705.4         
7308.91         -1813.04        47.5427         -122.182        -90.2914        
159.189         1813.04         -68.7383        34.5548         -0.205184       
-0.807425       -0.298898       0.77            47929.5         -1336.87        
47926.4         88703.2         -0.0511835      3.3025          -8.27813        
4.33881         -1.34878        1.14042         -2.52653        0               
0               0               0               2.97665         0.00278314      
0.4             13710.8         1               2.0725          -4.5712         
0               0.226793        -1.34878        2000            0.7             
1.30964         -4.09425        0               
85.8            0.477065        12948.1         158.972         -70.9901        
29.8266         -11.7333        4.50662         144.226         -3.65968        
2.63329         -1.29015e-06    1.41421         -17.1002        -14.7979        
17.2741         158.479         7.30036         -10.118         12710.2         
7296.65         -1821.99        47.7507         -122.974        -88.7063        
158.97          1821.99         -68.7788        33.9181         0.0153677       
-1.02878        -0.163777       0.77            47884.5         -1323.76        
47881.4         88604.5         -0.0549777      3.6381          -8.0197         
4.32299         -1.34386        1.29292         -2.57526        0               
0               0               0               2.87674         0.00286338      
0.4             13697.7         1               1.42423         -5.83499        
0               0.232592        -1.34386        2000            0.7             
1.71446         -5.50123        0               
85.9            0.476427        12899.5         158.744         -68.75          
28.7956         -12.0046        4.42839         167.779         -4.32905        
0.936695        -8.8487e-07     1.41421         -10.1896        -13.3431        
16.5092         158.269         2.59294         -11.9609        12715           
7284.31         -1830.77        48.1777         -123.756        -86.9611        
158.741         1830.77         -68.7292        33.2174         0.211585        
-1.19157        -0.0367252      0.77            47840           -1310.14        
47836.9         88506           -0.0457435      3.37607         -7.79056        
4.30677         -1.33882        1.24661         -2.52879        0               
0               0               0               2.88158         0.00284377      
0.4             13684.6         1               1.54438         -6.10791        
0               0.225357        -1.33882        2000            0.7             
1.43416         -6.21935        0               
86              0.475769        12850.2         158.508         -66.7059        
27.8842         -11.6865        4.88817         -172.534        -4.84732        
-0.634427       -5.84716e-07    1.41421         -2.6532         -11.9601        
14.749          157.931         -1.75603        -13.3722        12719.8         
7271.9          -1839.38        48.7793         -124.494        -85.1223        
158.506         1839.38         -68.6038        32.4816         0.367705        
-1.27654        0.0800241       0.77            47796.1         -1296.16        
47793           88408.1         -0.0383789      3.05493         -7.60725        
4.29032         -1.33371        1.18267         -2.46401        0               
0               0               0               2.88396         0.00282918      
0.4             13671.4         1               1.50805         -5.44223        
0               0.206839        -1.33371        2000            0.7             
1.56565         -5.61746        0               
86.1            0.475095        12800.5         158.268         -64.9588        
27.0279         -10.8006        5.58875         -158.95         -5.21816        
-2.00471        -4.40169e-07    1.41421         4.2081          -10.9059        
12.1147         157.515         -5.5363         -14.3634        12724.7         
7259.41         -1847.8         49.51           -125.183        -83.2225        
158.265         1847.8          -68.4211        31.7249         0.48607         
-1.35613        0.178355        0.77            47752.9         -1281.93        
47749.8         88311           -0.0351425      2.9387          -7.63441        
4.27371         -1.32854        1.1124          -2.48014        0               
0               0               0               2.87738         0.00283357      
0.4             13658.1         1               1.4401          -4.89189        
0               0.179482        -1.32854        2000            0.7             
1.42904         -5.05662        0               
86.2            0.4744          12750.1         158.021         -63.5931        
26.1885         -9.46449        6.25132         -150.214        -5.43093        
-3.10091        -4.24088e-07    1.41421         10.2736         -9.94733        
8.78908         157.081         -8.54697        -14.9117        12729.7         
7246.86         -1856.02        50.331          -125.83         -81.2616        
158.019         1856.02         -68.199         30.9476         0.555403        
-1.39363        0.254496        0.77            47710.4         -1267.35        
47707.4         88214.6         -0.034712       2.97719         -7.7031         
4.25689         -1.32331        1.07908         -2.52994        0               
0               0               0               2.86849         0.00284273      
0.4             13644.7         1               1.34394         -4.21518        
0               0.145757        -1.32331        2000            0.7             
1.40497         -4.41225        0               
86.3            0.473712        12700.5         157.777         -62.6684        
25.3492         -7.7841         6.72121         -144.821        -5.50217        
-3.86655        -5.02592e-07    1.41421         15.0953         -9.19735        
5.01478         156.692         -10.6375        -15.0714        12734.8         
7234.25         -1864.05        51.1881         -126.442        -79.278         
157.775         1864.05         -67.9602        30.164          0.572217        
-1.37996        0.303352        0.77            47668.8         -1252.96        
47665.8         88120           -0.035952       3.10123         -7.70609        
4.24034         -1.31817        1.09938         -2.57569        0               
0               0               0               2.86183         0.00284712      
0.4             13631.2         1               1.01706         -3.50981        
0               0.10894         -1.31817        2000            0.7             
1.11565         -3.70657        0               
86.4            0.47306         12653.3         157.545         -62.2136        
24.4998         -5.91759        6.93256         -142.006        -5.47372        
-4.26123        -6.08033e-07    1.41421         18.1615         -8.71232        
1.05021         156.393         -11.7038        -14.9646        12740           
7221.58         -1871.88        52.0342         -127.031        -77.3012        
157.543         1871.88         -67.725         29.3845         0.545413        
-1.33489        0.323577        0.77            47628.4         -1239.31        
47625.3         88028.5         -0.037734       3.23045         -7.66433        
4.22457         -1.31327        1.14155         -2.60304        0               
0               0               0               2.85693         0.00284802      
0.4             13617.7         1               0.666218        -2.83101        
0               0.0720613       -1.31327        2000            0.7             
0.765012        -3.01576        0               
86.5            0.472465        12609.6         157.333         -62.2273        
23.6383         -4.02436        6.87784         -141.568        -5.39799        
-4.26907        -6.96678e-07    1.41421         19.5568         -8.48759        
-2.84189        156.201         -11.7094        -14.7383        12745.2         
7208.84         -1879.51        52.8336         -127.611        -75.346         
157.331         1879.51         -67.5095        28.6136         0.484223        
-1.28006        0.315013        0.77            47589.2         -1226.83        
47586.1         87941           -0.0393413      3.32215         -7.60311        
4.20999         -1.30873        1.18307         -2.61094        0               
0               0               0               2.85314         0.00284708      
0.4             13604.1         1               0.322544        -2.23462        
0               0.037602        -1.30873        2000            0.7             
0.415561        -2.38945        0               
86.6            0.471942        12570.1         157.145         -62.6794        
22.7692         -2.24102        6.59751         -143.668        -5.32347        
-3.90341        -7.42804e-07    1.41421         19.4059         -8.46003        
-6.40277        156.105         -10.6951        -14.5247        12750.5         
7196.05         -1886.95        53.5603         -128.203        -73.4123        
157.143         1886.95         -67.3259        27.8506         0.396547        
-1.23451        0.279513        0.77            47551.4         -1215.77        
47548.4         87858           -0.0404422      3.36985         -7.5452         
4.1968          -1.30463        1.21237         -2.60748        0               
0               0               0               2.84979         0.00284591      
