1 input_SAM_RF_AC_Radar_#1_#2_#3.asc Oct 23 2022 19:32:20
  0  0 82
time            mach_m1         pdynmc_m1       SBEL1_m1        SBEL2_m1        
SBEL3_m1        VBEL1_m1        VBEL2_m1        VBEL3_m1        alt_m1          
mach_m2         pdynmc_m2       SBEL1_m2        SBEL2_m2        SBEL3_m2        
VBEL1_m2        VBEL2_m2        VBEL3_m2        alt_m2          mach_m3         
pdynmc_m3       SBEL1_m3        SBEL2_m3        SBEL3_m3        VBEL1_m3        
VBEL2_m3        VBEL3_m3        alt_m3          launch_epo_a1   pdynmc_a1       
mach_a1         SAEL1_a1        SAEL2_a1        SAEL3_a1        VAEL1_a1        
VAEL2_a1        VAEL3_a1        psivlx_a1       thtvlx_a1       alt_a1          
phiavx_a1       anx_a1          launch_epo_a2   pdynmc_a2       mach_a2         
SAEL1_a2        SAEL2_a2        SAEL3_a2        VAEL1_a2        VAEL2_a2        
VAEL3_a2        psivlx_a2       thtvlx_a2       alt_a2          phiavx_a2       
anx_a2          launch_epo_a3   pdynmc_a3       mach_a3         SAEL1_a3        
SAEL2_a3        SAEL3_a3        VAEL1_a3        VAEL2_a3        VAEL3_a3        
psivlx_a3       thtvlx_a3       alt_a3          phiavx_a3       anx_a3          
lnch_delay_f1   lnch_delay_f1   lnch_delay_f1   SIEL11_f1       SIEL12_f1       
SIEL13_f1       SIEL21_f1       SIEL22_f1       SIEL23_f1       SIEL31_f1       
SIEL32_f1       SIEL33_f1       
0               1               0               12922.2         0.834637        
15000           -21749.8        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -22178.2        
-17247.3        -5000           85.505          234.923         0               
70              -0              5000            0               1               
9999            10049           9999            3.72399         -21755.6        
-9990.13        15008.3         -21740.8        -10009.3        -22163.5        
-17270.7        -4990.01        
34              0.0470182       156.8           -2.66454e-18    -0.00565686     
-0.0056544      -5.32907e-15    -11.3137        -11.3088        0.0056544       
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       0.0470182       
156.8           -0.00651038     -0.00236959     -0.00399755     -13.0208        
-4.73917        -7.99509        0.00399755      0               12922.2         
0.834637        7.41304e-11     -21499.8        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -21499.8        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -22092.7        
-17012.4        -5000           85.505          234.923         0               
70              -0              5000            0               1               
9999            10049           9999            12.1862         -21508.5        
-9990.11        15006           -21496.3        -10001.6        -22101.4        
-17005.1        -5004.69        
35              0.0470182       156.8           -2.66454e-18    -0.00565686     
-0.0056544      -5.32907e-15    -11.3137        -11.3088        0.0056544       
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       0.0470182       
156.8           -0.00651038     -0.00236959     -0.00399755     -13.0208        
-4.73917        -7.99509        0.00399755      0               12922.2         
0.834637        7.63107e-11     -21249.8        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -21249.8        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -22007.2        
-16777.5        -5000           85.505          234.923         0               
70              -0              5000            0               1               
9999            10049           9999            23.8175         -21247.7        
-10008          15028           -21245.6        -9973.77        -22011.5        
-16775.9        -4991.1         
36              0.0470182       156.8           -2.66454e-18    -0.00565686     
-0.0056544      -5.32907e-15    -11.3137        -11.3088        0.0056544       
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       0.0470182       
156.8           -0.00651038     -0.00236959     -0.00399755     -13.0208        
-4.73917        -7.99509        0.00399755      0               12922.2         
0.834637        7.84909e-11     -20999.8        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -20999.8        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -21921.7        
-16542.5        -5000           85.505          234.923         0               
70              -0              5000            0               1               
9999            10049           9999            22.3763         -21001.3        
-10002.6        15004.1         -20994.4        -10015.5        -21913.6        
-16552.3        -5017.35        
37              0.0470182       156.8           -2.66454e-18    -0.00565686     
-0.0056544      -5.32907e-15    -11.3137        -11.3088        0.0056544       
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       0.0470182       
156.8           -0.00651038     -0.00236959     -0.00399755     -13.0208        
-4.73917        -7.99509        0.00399755      0               12922.2         
0.834637        8.06712e-11     -20749.8        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -20749.8        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -21836.2        
-16307.6        -5000           85.505          234.923         0               
70              -0              5000            0               1               
9999            10049           9999            -9.86284        -20751.1        
-9999.21        15007.2         -20737.6        -10015          -21829          
-16311          -5023.73        
38              0.0470182       156.8           -2.66454e-18    -0.00565686     
-0.0056544      -5.32907e-15    -11.3137        -11.3088        0.0056544       
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       0.0470182       
156.8           -0.00651038     -0.00236959     -0.00399755     -13.0208        
-4.73917        -7.99509        0.00399755      0               12922.2         
0.834637        8.28514e-11     -20499.8        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -20499.8        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -21750.7        
-16072.7        -5000           85.505          234.923         0               
70              -0              5000            0               1               
9999            10049           9999            7.80082         -20503.1        
-9996.99        15011.5         -20498          -9994.1         -21762.4        
-16061.7        -4991.77        
39              0.0470182       156.8           -2.66454e-18    -0.00565686     
-0.0056544      -5.32907e-15    -11.3137        -11.3088        0.0056544       
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       0.0470182       
156.8           -0.00651038     -0.00236959     -0.00399755     -13.0208        
-4.73917        -7.99509        0.00399755      0               12922.2         
0.834637        8.50317e-11     -20249.8        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -20249.8        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -21665.2        
-15837.8        -5000           85.505          234.923         0               
70              -0              5000            0               1               
9999            10049           9999            7.38839         -20245.5        
-10012.4        14985.9         -20268.2        -9990.23        -21667.4        
-15834.5        -5011.25        
40              0.0470182       156.8           -2.66454e-18    -0.00565686     
-0.0056544      -5.32907e-15    -11.3137        -11.3088        0.0056544       
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       0.0470182       
156.8           -0.00651038     -0.00236959     -0.00399755     -13.0208        
-4.73917        -7.99509        0.00399755      0               12922.2         
0.834637        8.72119e-11     -19999.8        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -19999.8        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -21579.7        
-15602.8        -5000           85.505          234.923         0               
70              -0              5000            0               1               
9999            10049           9999            -1.81571        -19996.7        
-10010.2        15006.2         -19992.7        -10011.3        -21574.5        
-15610          -4999.61        
41              0.0470182       156.8           -2.66454e-18    -0.00565686     
-0.0056544      -5.32907e-15    -11.3137        -11.3088        0.0056544       
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       0.0470182       
156.8           -0.00651038     -0.00236959     -0.00399755     -13.0208        
-4.73917        -7.99509        0.00399755      0               12922.2         
0.834637        8.93921e-11     -19749.8        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -19749.8        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -21494.2        
-15367.9        -5000           85.505          234.923         0               
70              -0              5000            0               1               
9999            10049           9999            -3.95222        -19747.6        
-10007.8        15000.6         -19749.3        -10000.4        -21497.5        
-15360          -5011.49        
42              0.0470182       156.8           -2.66454e-18    -0.00565686     
-0.0056544      -5.32907e-15    -11.3137        -11.3088        0.0056544       
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       0.0470182       
156.8           -0.00651038     -0.00236959     -0.00399755     -13.0208        
-4.73917        -7.99509        0.00399755      0               12922.2         
0.834637        9.15724e-11     -19499.8        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -19499.8        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -21408.7        
-15133          -5000           85.505          234.923         0               
70              -0              5000            0               1               
9999            10049           9999            -16.2682        -19498.8        
-10002.9        15009.7         -19492.6        -9998.43        -21407.7        
-15128.1        -5020.64        
43              0.0470182       156.8           -2.66454e-18    -0.00565686     
-0.0056544      -5.32907e-15    -11.3137        -11.3088        0.0056544       
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       0.0470182       
156.8           -0.00651038     -0.00236959     -0.00399755     -13.0208        
-4.73917        -7.99509        0.00399755      0               12922.2         
0.834637        9.37526e-11     -19249.8        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -19249.8        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -21323.2        
-14898.1        -5000           85.505          234.923         0               
70              -0              5000            0               1               
9999            10049           9999            3.36766         -19255.2        
-9993.69        15024.5         -19253.9        -9960.09        -21325.6        
-14893.1        -5009.81        
44              0.0470182       156.8           -2.66454e-18    -0.00565686     
-0.0056544      -5.32907e-15    -11.3137        -11.3088        0.0056544       
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       0.0470182       
156.8           -0.00651038     -0.00236959     -0.00399755     -13.0208        
-4.73917        -7.99509        0.00399755      0               12922.2         
0.834637        9.59329e-11     -18999.8        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -18999.8        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -21237.7        
-14663.1        -5000           85.505          234.923         0               
70              -0              5000            0               1               
9999            10049           9999            2.65431         -19002.3        
-9994.88        15002.5         -19000          -9995.96        -21227          
-14675.6        -5012.81        
45              0.0470182       156.8           -2.66454e-18    -0.00565686     
-0.0056544      -5.32907e-15    -11.3137        -11.3088        0.0056544       
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       0.0470182       
156.8           -0.00651038     -0.00236959     -0.00399755     -13.0208        
-4.73917        -7.99509        0.00399755      0               12922.2         
0.834637        9.81131e-11     -18749.8        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -18749.8        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -21152.2        
-14428.2        -5000           85.505          234.923         0               
70              -0              5000            0               1               
9999            10049           9999            -3.47028        -18758.2        
-9991.18        14995.3         -18749.1        -10016.3        -21157.5        
-14418          -5023.29        
46              0.0470182       156.8           -2.66454e-18    -0.00565686     
-0.0056544      -5.32907e-15    -11.3137        -11.3088        0.0056544       
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       0.0470182       
156.8           -0.00651038     -0.00236959     -0.00399755     -13.0208        
-4.73917        -7.99509        0.00399755      0               12922.2         
0.834637        1.00293e-10     -18499.8        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -18499.8        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -21066.7        
-14193.3        -5000           85.505          234.923         0               
70              -0              5000            0               1               
9999            10049           9999            1.24485         -18504.5        
-9997.16        14998.4         -18502          -10001.4        -21070.4        
-14198.6        -4978.71        
47              0.0470182       156.8           -2.66454e-18    -0.00565686     
-0.0056544      -5.32907e-15    -11.3137        -11.3088        0.0056544       
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       0.0470182       
156.8           -0.00651038     -0.00236959     -0.00399755     -13.0208        
-4.73917        -7.99509        0.00399755      0               12922.2         
0.834637        1.02474e-10     -18249.8        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -18249.8        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -20981.2        
-13958.4        -5000           85.505          234.923         0               
70              -0              5000            0               1               
9999            10049           9999            21.2473         -18244.8        
-10008.9        14996.1         -18247.6        -10014          -20976.9        
-13966.2        -4996.93        
48              0.0470182       156.8           -2.66454e-18    -0.00565686     
-0.0056544      -5.32907e-15    -11.3137        -11.3088        0.0056544       
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       0.0470182       
156.8           -0.00651038     -0.00236959     -0.00399755     -13.0208        
-4.73917        -7.99509        0.00399755      0               12922.2         
0.834637        1.04654e-10     -17999.8        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -17999.8        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -20895.7        
-13723.5        -5000           85.505          234.923         0               
70              -0              5000            0               1               
9999            10049           9999            1.71063         -18001.2        
-9998.02        14989.2         -18001.7        -10015.6        -20903.3        
-13715.6        -4995.87        
49              0.0470182       156.8           -2.66454e-18    -0.00565686     
-0.0056544      -5.32907e-15    -11.3137        -11.3088        0.0056544       
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       0.0470182       
156.8           -0.00651038     -0.00236959     -0.00399755     -13.0208        
-4.73917        -7.99509        0.00399755      0               12922.2         
0.834637        1.06834e-10     -17749.8        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -17749.8        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -20810.2        
-13488.5        -5000           85.505          234.923         0               
70              -0              5000            0               1               
9999            10049           9999            6.8317          -17750.4        
-10000.2        14994.3         -17753          -10002.2        -20814          
-13491.6        -4976.94        
50              0.0470182       156.8           -2.66454e-18    -0.00565686     
-0.0056544      -5.32907e-15    -11.3137        -11.3088        0.0056544       
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       0.0470182       
156.8           -0.00651038     -0.00236959     -0.00399755     -13.0208        
-4.73917        -7.99509        0.00399755      0               12922.2         
0.834637        1.09014e-10     -17499.8        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -17499.8        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -20724.7        
-13253.6        -5000           85.505          234.923         0               
70              -0              5000            0               1               
9999            10049           9999            -7.79882        -17494.2        
-10010.6        14994.6         -17503.3        -10001.8        -20723.7        
-13253.9        -5008.23        
51              0.0530928       199.862         1.57502e-07     -3.4078         
-3.02788        9.56291e-07     -14.08          -11.3552        3.02788         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       0.0470182       
156.8           -0.00651038     -0.00236959     -0.00399755     -13.0208        
-4.73917        -7.99509        0.00399755      0               12922.2         
0.834637        1.11195e-10     -17249.8        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -17249.8        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -20639.2        
-13018.7        -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          10049           9999            -6.09018        -17257.6        
-9989.13        15006.2         -17247.4        -9991.66        -20643.8        
-13011.8        -4996.46        
52              0.258157        4709.38         -3.00452e-05    -39.3234        
-31.5019        -0.000122193    -67.8226        -55.9423        31.5019         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       0.0470182       
156.8           -0.00651038     -0.00236959     -0.00399755     -13.0208        
-4.73917        -7.99509        0.00399755      0               12922.2         
0.834637        1.13375e-10     -16999.8        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -16999.8        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -20553.7        
-12783.8        -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          10049           9999            9.09457         -16995.9        
-10008.1        14993.1         -16995.8        -10020          -20563.4        
-12761.4        -5003.52        
53              0.560764        21984           -0.000472828    -144.74         
-121.689        -0.000928075    -143.43         -125.627        121.689         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       0.0470182       
156.8           -0.00651038     -0.00236959     -0.00399755     -13.0208        
-4.73917        -7.99509        0.00399755      0               12922.2         
0.834637        1.15555e-10     -16749.8        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -16749.8        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -20468.1        
-12548.8        -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          10049           9999            7.41672         -16745.8        
-10006          15006.2         -16737.6        -10009.5        -20478.8        
-12530.8        -5002.44        
54              0.873382        52305.4         -0.00236399     -325.998        
-284.33         -0.00311693     -218.634        -200.068        284.33          
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       0.0470182       
156.8           -0.00651038     -0.00236959     -0.00399755     -13.0208        
-4.73917        -7.99509        0.00399755      0               12922.2         
0.834637        1.17735e-10     -16499.8        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -16499.8        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -20382.6        
-12313.9        -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          10049           9999            -3.12735        -16501.5        
-9996.41        14990.5         -16500.1        -10012.4        -20380.3        
-12319.7        -4989.18        
55              1.18001         92806.8         -0.0073778      -580.565        
-521.769        -0.00723313     -289.884        -274.582        521.769         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       0.0470182       
156.8           -0.00651038     -0.00236959     -0.00399755     -13.0208        
-4.73917        -7.99509        0.00399755      0               12922.2         
0.834637        1.19916e-10     -16249.8        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -16249.8        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -20297.1        
-12079          -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          10049           9999            7.24739         -16249.7        
-9998.12        14998.2         -16245.2        -10009.8        -20293          
-12084.4        -5008.49        
56              1.48881         142298          -0.0171759      -905.944        
-833.337        -0.0121351      -361.161        -348.598        833.337         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       0.0470182       
156.8           -0.00651038     -0.00236959     -0.00399755     -13.0208        
-4.73917        -7.99509        0.00399755      0               12922.2         
0.834637        1.22096e-10     -15999.8        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -15999.8        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -20211.6        
-11844.1        -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          10049           9999            7.12387         -16002          
-9998.18        14993.4         -15997.4        -10017.7        -20207.3        
-11859.1        -4993.66        
57              1.80419         199334          -0.00694568     -1299.96        
-1222.54        0.0688217       -422.66         -433.628        1222.54         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       0.0470182       
156.8           -0.00651038     -0.00236959     -0.00399755     -13.0208        
-4.73917        -7.99509        0.00399755      0               12922.2         
0.834637        1.24276e-10     -15749.8        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -15749.8        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -20126.1        
-11609.1        -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          10049           9999            -6.00093        -15741.4        
-10016.3        14981.8         -15767.8        -10003.7        -20123.3        
-11612.7        -5009.22        
58              2.09057         252168          0.22748         -1737.6         
-1708.47        0.443357        -444.128        -538.001        1708.47         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       0.0470182       
156.8           -0.00651038     -0.00236959     -0.00399755     -13.0208        
-4.73917        -7.99509        0.00399755      0               12922.2         
0.834637        1.26456e-10     -15499.8        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -15499.8        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -20040.6        
-11374.2        -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          10049           9999            -12.1294        -15498.3        
-10008          15004.7         -15488.1        -10011.4        -20044.8        
-11367          -5009.36        
59              2.13875         246109          0.842435        -2169.92        
-2271.88        0.729498        -418.116        -572.478        2271.88         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       0.0470182       
156.8           -0.00651038     -0.00236959     -0.00399755     -13.0208        
-4.73917        -7.99509        0.00399755      0               12922.2         
0.834637        1.28637e-10     -15249.8        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -15249.8        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -19955.1        
-11139.3        -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          10049           9999            -8.96184        -15259.5        
-9987.83        14995.2         -15260.1        -9994.4         -19960.4        
-11125.2        -5020.43        
60              2.11775         224704          1.59619         -2586.05        
-2838.65        0.74623         -420.418        -556.184        2838.65         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       0.0470182       
156.8           -0.00651038     -0.00236959     -0.00399755     -13.0208        
-4.73917        -7.99509        0.00399755      0               12922.2         
0.834637        1.30817e-10     -14999.8        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -14999.8        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -19869.6        
-10904.4        -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          10049           9999            -6.79365        -15007.1        
-9989.29        15011.6         -15003          -9977.19        -19875.3        
-10896          -4998.04        
61              2.0937          205041          2.29797         -3017.23        
-3378.26        0.655188        -442.524        -522.609        3378.26         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       0.0470182       
156.8           -0.00651038     -0.00236959     -0.00399755     -13.0208        
-4.73917        -7.99509        0.00399755      0               12922.2         
0.834637        1.32997e-10     -14749.8        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -14749.8        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -19784.1        
-10669.5        -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          10049           9999            -13.0454        -14762.5        
-9986.54        14991.3         -14753.3        -10008.9        -19783.1        
-10667.1        -5016.69        
62              2.08356         190162          2.9258          -3469.07        
-3887.02        0.617187        -459.312        -497.689        3887.02         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       0.0470182       
156.8           -0.00651038     -0.00236959     -0.00399755     -13.0208        
-4.73917        -7.99509        0.00399755      0               12922.2         
0.834637        1.35177e-10     -14499.8        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -14499.8        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -19698.6        
-10434.5        -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          10049           9999            8.98044         -14505.1        
-9995.62        14987.8         -14514.7        -9998.1         -19699.8        
-10430.8        -5002.85        
63              2.0897          179378          3.56748         -3932.27        
-4379.17        0.6759          -465.727        -488.74         4379.17         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       0.0470182       
156.8           -0.00651038     -0.00236959     -0.00399755     -13.0208        
-4.73917        -7.99509        0.00399755      0               12922.2         
0.834637        1.37357e-10     -14249.8        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -14249.8        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -19613.1        
-10199.6        -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          10049           9999            -4.582          -14253.9        
-9993.53        14996.5         -14255          -10001.7        -19605          
-10209.1        -5012.5         
64              2.10262         170273          4.28262         -4399.12        
-4866.63        0.755104        -468.191        -486.414        4866.63         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       0.0470182       
156.8           -0.00651038     -0.00236959     -0.00399755     -13.0208        
-4.73917        -7.99509        0.00399755      0               12922.2         
0.834637        1.39538e-10     -13999.8        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -13999.8        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -19527.6        
-9964.68        -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          10049           9999            8.67112         -13998.5        
-10003.1        14998.3         -14002.7        -10000          -19525.6        
-9970.18        -4996.8         
65              2.12158         162476          5.06941         -4870.48        
-5351.2         0.810535        -475.714        -481.733        5351.2          
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       0.0470182       
156.8           -0.00651038     -0.00236959     -0.00399755     -13.0208        
-4.73917        -7.99509        0.00399755      0               12922.2         
0.834637        1.41718e-10     -13749.8        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -13749.8        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -19442.1        
-9729.76        -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          10049           9999            -5.54059        -13756          
-9994.44        14996.7         -13753.4        -9996.94        -19434          
-9733.64        -5020.11        
66              2.14192         155255          5.88536         -5352.87        
-5827.82        0.812448        -490.063        -470.464        5827.82         
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       0.0470182       
156.8           -0.00651038     -0.00236959     -0.00399755     -13.0208        
-4.73917        -7.99509        0.00399755      0               12922.2         
0.834637        1.43898e-10     -13499.8        -10000          2.18024e-12     
250             0               90              -0              10000           
0               1               0               12922.2         0.834637        
15000           -13499.8        -10000          2.18024e-12     250             
0               90              -0              10000           0               
1               0               23013.4         0.779921        -19356.6        
-9494.84        -5000           85.505          234.923         0               
70              -0              5000            0               1               
50.721          10049           9999            -2.8687         -13497.2        
-10004.2        15004.2         -13491.9        -10004.8        -19354.5        
-9500.9         -5003.62        
67              2.16461         148815          6.67369         -5852.01        
-6290.7         0.755077        -508.596        -454.978        6290.7          
0.0470182       156.8           0.00483218      0.00175877      -0.0061259      
9.66437         3.51754         -12.2518        0.0061259       0.0470182       
156.8           -0.00651038     -0.00236959     -0.00399755     -13.0208        
