1 input19_3_3.asc: Ascent frome Cape, glidelsope and seeker intercept ' Hypersonic Vehicle ' Nov 30 2022 22:00:56
  0  0 96
time            vmach           pdynmc          psibd           psibdx          
thtbdx          phibdx          alppx           alphax          betax           
alphaix         betaix          ppx             qqx             rrx             
lonx            latx            alt             dvbe            dvbi            
psivdx          thtvdx          dbi             ayx             anx             
throttle        vmass           fmassr          thrustx         roll_count      
pitch_count     yaw_count       stmarg          gavail_pos      gmax            
gavail_neg      gminx           wnp             azabx           elabx           
dab             ddab            semi_major      semi_minor      eaz             
eel             edab            eddab           RICI1           RICI2           
RICI3           ESBI1           ESBI2           ESBI3           aycomx          
azcomx          tgoc            SBTHC1          SBTHC2          SBTHC3          
UTBC1           UTBC2           UTBC3           lamd            SBTL1           
SBTL2           SBTL3           delacx          delecx          delrcx          
alcomx          ancomx          phicomx         delax           delex           
delrx           miss            MISS_I1         MISS_I2         MISS_I3         
event           dbt             MISS_H1         MISS_H2         MISS_H3         
MISS_L1         MISS_L2         MISS_L3         SXH1            SXH2            
SXH3            std_pos         std_ucbias      URIC1           URIC2           
URIC3           
-25.1739        0.285553        106.949         163.836         -72.3307        
163.13          -71.6711        -2.97976        -0.0575747      -0.11549        
-2.16398        46.9203         382573          7543.99         7868.08         
106.17          2.97123         6.74941e+06     0               -0              
2               318.105         68.1048         0               14489           
6228            7222            0.0303301       0               0               
0               0               0.118518        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
1.00489         0.00226704      -0.00183904     0.28            -21565.6        
2624.45         479.963         -1.92825        -20             20              
0               0               0               -0.964127       -19.0359        
20              0               0               0               0               
2.80022e+06     21655.8         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
1629            8.93139         0.00010814      -2.55548        -146.418        
-25.173         0.232545        106.945         164.01          -72.3509        
163.295         -71.6888        -0.539273       0.393604        0.427113        
-2.07439        46.9025         382964          7543.54         7867.63         
106.242         2.97429         6.7498e+06      0               -0              
2               318.105         68.1048         0               14522           
6253            7244            0.0303301       0               0               
0               0               0.118518        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
1.00489         0.0023163       -0.00180885     0.28            -21506.7        
2617.72         478.943         -1.92825        -20             20              
0               0               0               -0.964127       -19.0359        
20              0               0               0               0               
2.80022e+06     21596.5         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
1630            8.92911         0.000107362     -2.55405        -146.336        
-25.1674        0.261836        106.957         163.932         -72.3317        
163.218         -71.6661        2.71471         0.3035          -0.115769       
-1.98486        46.8846         383356          7543.08         7867.19         
106.313         2.97734         6.7502e+06      0               -0              
2               318.105         68.1048         0               14554           
6278            7266            0.0303301       0               0               
0               0               0.118518        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
1.0049          0.00209512      -0.0016994      0.28            -21447.8        
2610.94         477.789         -1.92825        -20             20              
0               0               0               -0.964127       -19.0359        
20              0               0               0               0               
2.80022e+06     21537.2         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
1631            8.92682         0.000106591     -2.53211        -145.079        
-24.3988        -0.142446       108.096         165.307         -71.2695        
164.607         -70.6032        -2.16632        2.48102         6.48943         
-1.89541        46.8666         383748          7542.62         7866.74         
106.384         2.98039         6.7506e+06      0               -0              
2               318.105         68.1048         0               14585           
6303            7279            0.0303301       0               0               
0               0               0.118518        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0.837657        0.563384        -0.0413337      0.28            -21388.9        
2604.13         476.501         -1.92825        -20             20              
0               0               0               -0.964127       -19.0359        
20              0               0               0               0               
2.80022e+06     21477.9         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
1632            8.92215         0.000105768     -2.24791        -128.796        
-21.862         -4.42006        123.179         169.648         -56.1981        
169.182         -55.54          4.34246         1.46292         19.4638         
-1.80604        46.8485         384140          7540.08         7864.18         
106.481         2.97186         6.751e+06       0               -0              
2               317.71          67.7098         3.43236         14615           
6333            7281            0.0303301       0               0               
0               0               0.118518        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0.955903        0.326013        -0.0275515      0.28            -21330.4        
2597.91         475.387         -1.92825        -20             20              
0               0               0               -0.964127       -19.0359        
20              0               0               0               0               
2.80022e+06     21419.1         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
1633            8.91777         0.000104962     -2.02464        -116.003        
-19.4317        -4.08477        135.298         168.297         -43.4594        
167.997         -42.7812        6.78842         0.908924        6.7272          
-1.7168         46.8303         384530          7537.9          7861.98         
106.569         2.96725         6.7514e+06      0               -0              
2               317.44          67.4398         0               14648           
6366            7294            0.0303301       0               0               
0               0               0.118518        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
1.00336         0.116988        -0.0199531      0.28            -21275.1        
2596.24         476.393         -1.92825        -20             20              
0               0               0               -0.964127       -19.0359        
20              0               0               0               0               
2.80022e+06     21364           0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
1634            8.9155          0.000104212     -1.94598        -111.497        
-18.3273        -2.30184        139.635         167.217         -38.6198        
166.981         -37.928         4.34075         0.51309         2.31989         
-1.62763        46.8121         384920          7537.44         7861.54         
106.64          2.97022         6.75179e+06     0               -0              
2               317.44          67.4398         0               14679           
6393            7308            0.0303301       0               0               
0               0               0.118518        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
1.00947         0.0413679       -0.00910963     0.28            -21220.1        
2594.85         477.433         -1.92825        -20             20              
0               0               0               -0.964127       -19.0359        
20              0               0               0               0               
2.80022e+06     21309.2         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
1635            8.91323         0.000103467     -1.91679        -109.824        
-17.9136        -0.994371       141.212         166.502         -36.7155        
166.299         -36.015         -0.554193       0.378865        1.03613         
-1.53854        46.7938         385311          7536.98         7861.09         
106.711         2.97319         6.75219e+06     0               -0              
2               317.44          67.4398         0               14708           
6415            7332            0.0303301       0               0               
0               0               0.118518        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
1.01026         0.0140842       -0.00343525     0.28            -21165.1        
2593.41         478.348         -1.92825        -20             20              
0               0               0               -0.964127       -19.0359        
20              0               0               0               0               
2.80022e+06     21254.4         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
1636            8.91097         0.000102727     -1.90506        -109.152        
-17.8837        -0.654953       141.765         166.251         -36.0357        
166.056         -35.3308        -2.18584        0.474631        0.0370077       
-1.44952        46.7754         385702          7536.52         7860.65         
106.782         2.97616         6.75259e+06     0               -0              
2               317.44          67.4398         0               14739           
6436            7353            0.0303301       0               0               
0               0               0.118518        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
1.01036         0.00391263      -0.00310482     0.28            -21110.1        
2591.94         479.139         -1.92825        -20             20              
0               0               0               -0.964127       -19.0359        
20              0               0               0               0               
2.80022e+06     21199.5         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
1637            8.90871         0.000101992     -1.9031         -109.04         
-17.8793        -0.429574       141.805         166.098         -35.94          
165.907         -35.2311        2.709           -0.0695036      -0.0543268      
-1.36058        46.7569         386093          7536.06         7860.2          
106.853         2.97912         6.75299e+06     0               -0              
2               317.44          67.4398         0               14764           
6454            7370            0.0303301       0               0               
0               0               0.118518        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
1.01037         0.00314823      -0.0030176      0.28            -21055.1        
2590.42         479.804         -1.92825        -20             20              
0               0               0               -0.964127       -19.0359        
20              0               0               0               0               
2.80022e+06     21144.7         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
1638            8.90645         0.000101262     -1.90217        -108.986        
-17.891         -0.071791       141.787         165.839         -35.8707        
165.655         -35.1574        -2.18585        -0.068705       -0.0534121      
-1.27171        46.7384         386485          7535.6          7859.75         
106.924         2.98208         6.75338e+06     0               -0              
2               317.44          67.4398         0               14789           
6470            7378            0.0303301       0               0               
0               0               0.118518        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
1.01038         0.00337336      -0.00321022     0.28            -21000.1        
2588.86         480.344         -1.92825        -20             20              
0               0               0               -0.964127       -19.0359        
20              0               0               0               0               
2.80022e+06     21089.9         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
1639            8.90418         0.000100537     -1.90075        -108.905        
-17.8803        0.163068        141.802         165.689         -35.802         
165.508         -35.0848        2.709           0.204827        -0.0542876      
-1.18292        46.7197         386877          7535.14         7859.31         
106.994         2.98503         6.75378e+06     0               -0              
2               317.44          67.4398         0               14814           
6489            7390            0.0303301       0               0               
0               0               0.118518        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
1.01038         0.00312872      -0.00300431     0.28            -20945.1        
2587.26         480.759         -1.92825        -20             20              
0               0               0               -0.964127       -19.0359        
20              0               0               0               0               
2.80022e+06     21035.1         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
1640            8.90192         9.9817e-05      -1.89982        -108.852        
-17.8843        0.28014         141.786         165.607         -35.7903        
165.429         -35.0695        -2.18585        -0.0671079      -0.0535617      
-1.0942         46.7011         387270          7534.68         7858.86         
107.065         2.98798         6.75418e+06     0               -0              
2               317.44          67.4398         0               14845           
6506            7398            0.0303301       0               0               
0               0               0.118518        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
1.01039         0.00336411      -0.00304966     0.28            -20890.1        
2585.61         481.049         -1.92825        -20             20              
0               0               0               -0.964127       -19.0359        
20              0               0               0               0               
2.80022e+06     20980.2         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
1641            8.89967         9.9102e-05      -1.89839        -108.77         
-17.8943        0.233349        141.794         165.633         -35.7903        
165.454         -35.0664        2.70899         -0.0675766      -0.0539259      
-1.00555        46.6823         387663          7534.22         7858.41         
107.135         2.99093         6.75458e+06     0               -0              
2               317.44          67.4398         0               14876           
6522            7410            0.0303301       0               0               
0               0               0.118518        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
1.0104          0.00312349      -0.00319025     0.28            -20835.1        
2583.93         481.215         -1.92825        -20             20              
0               0               0               -0.964127       -19.0359        
20              0               0               0               0               
2.80022e+06     20925.4         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
1642            8.89741         9.83918e-05     -1.89746        -108.716        
-17.8933        0.329884        141.78          165.571         -35.7832        
165.393         -35.0558        -2.18586        0.476992        -0.0536618      
-0.916984       46.6635         388056          7533.76         7857.96         
107.206         2.99387         6.75498e+06     0               -0              
2               317.44          67.4398         0               14907           
6540            7418            0.0303301       0               0               
0               0               0.118518        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
1.01041         0.00335314      -0.00314879     0.28            -20780.1        
2582.2          481.256         -1.92825        -20             20              
0               0               0               -0.964127       -19.0359        
20              0               0               0               0               
2.80022e+06     20870.6         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
1643            8.89515         9.76865e-05     -1.89602        -108.634        
-17.8873        0.254344        141.795         165.633         -35.7899        
165.453         -35.0595        -0.554247       -0.0680807      -0.0537439      
-0.82849        46.6446         388450          7533.3          7857.52         
107.276         2.99681         6.75538e+06     0               -0              
2               317.44          67.4398         0               14940           
6558            7430            0.0303301       0               0               
0               0               0.118518        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
1.01041         0.00310534      -0.00300556     0.28            -20725.1        
2580.43         481.171         -1.92825        -20             20              
0               0               0               -0.964127       -19.0359        
20              0               0               0               0               
2.80022e+06     20815.8         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
1644            8.8929          9.6986e-05      -1.89509        -108.58         
-17.8976        0.261074        141.777         165.622         -35.8048        
165.442         -35.0711        2.70898         -0.0678121      -0.0530373      
-0.740072       46.6256         388844          7532.84         7857.07         
107.346         2.99975         6.75579e+06     0               -0              
2               317.44          67.4398         0               14972           
6574            7438            0.0303301       0               0               
0               0               0.118518        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
1.01042         0.00333555      -0.0031577      0.28            -20670.2        
2578.62         480.962         -1.92825        -20             20              
0               0               0               -0.964127       -19.0359        
20              0               0               0               0               
2.80022e+06     20761           0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
1645            8.89064         9.62904e-05     -1.89365        -108.498        
-17.9056        0.299745        141.787         165.59          -35.7831        
165.411         -35.0461        -2.18587        0.386213        -0.0534572      
-0.651729       46.6065         389238          7532.37         7856.62         
107.417         3.00268         6.75619e+06     0               -0              
2               317.44          67.4398         0               15003           
6591            7450            0.0303301       0               0               
0               0               0.118518        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
1.01043         0.00308075      -0.00326837     0.28            -20615.2        
2576.77         480.629         -1.92825        -20             20              
0               0               0               -0.964127       -19.0359        
20              0               0               0               0               
2.80022e+06     20706.3         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
1646            8.88839         9.55995e-05     -1.89272        -108.445        
-17.8908        0.249315        141.778         165.645         -35.8122        
165.464         -35.0721        1.07736         -0.0678014      -0.0536392      
-0.563462       46.5874         389633          7531.91         7856.17         
107.487         3.00561         6.75659e+06     0               -0              
2               317.44          67.4398         0               15035           
6610            7458            0.0303301       0               0               
0               0               0.118518        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
1.01043         0.00331376      -0.00297243     0.28            -20560.3        
2574.87         480.17          -1.92825        -20             20              
0               0               0               -0.964127       -19.0359        
20              0               0               0               0               
2.80022e+06     20651.5         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
1647            8.88614         9.49134e-05     -1.89129        -108.363        
-17.901         0.288033        141.787         165.611         -35.7906        
165.43          -35.0472        1.07736         -0.067688       -0.0532837      
-0.47527        46.5682         390028          7531.45         7855.72         
107.557         3.00853         6.75699e+06     0               -0              
2               317.44          67.4398         0               15067           
6626            7470            0.0303301       0               0               
0               0               0.118518        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
1.01044         0.00306187      -0.00312346     0.28            -20505.3        
2572.94         479.588         -1.92825        -20             20              
0               0               0               -0.964127       -19.0359        
20              0               0               0               0               
2.80022e+06     20596.7         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
1648            8.88389         9.4232e-05      -1.89036        -108.309        
-17.911         0.294661        141.77          165.6           -35.8053        
165.419         -35.0586        -3.00169        0.023062        -0.0528381      
-0.387155       46.5489         390423          7530.98         7855.27         
107.627         3.01145         6.75739e+06     0               -0              
2               317.44          67.4398         0               15099           
6643            7478            0.0303301       0               0               
0               0               0.118518        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
1.01045         0.00328757      -0.00326957     0.28            -20450.4        
2570.96         478.88          -1.92825        -20             20              
0               0               0               -0.964127       -19.0359        
20              0               0               0               0               
2.80022e+06     20541.9         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
1649            8.88164         9.35553e-05     -1.88892        -108.227        
-17.896         0.251645        141.787         165.648         -35.8037        
165.466         -35.0539        2.70897         0.023771        -0.053175       
-0.299116       46.5296         390819          7530.52         7854.82         
107.697         3.01437         6.7578e+06      0               -0              
2               317.44          67.4398         0               15130           
6661            7490            0.0303301       0               0               
0               0               0.118518        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
1.01046         0.00303425      -0.00296986     0.28            -20395.4        
2568.94         478.048         -1.92825        -20             20              
0               0               0               -0.964127       -19.0359        
20              0               0               0               0               
2.80022e+06     20487.2         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
1650            8.87939         9.28832e-05     -1.88799        -108.174        
-17.9033        0.315423        141.771         165.601         -35.8044        
165.42          -35.0511        -0.554267       -0.0675752      -0.0534893      
-0.211153       46.5102         391215          7530.06         7854.37         
107.766         3.01728         6.7582e+06      0               -0              
2               317.44          67.4398         0               15162           
6678            7498            0.0303301       0               0               
0               0               0.118518        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
1.01046         0.00326         -0.00307251     0.28            -20340.5        
2566.87         477.092         -1.92825        -20             20              
0               0               0               -0.964127       -19.0359        
20              0               0               0               0               
2.80022e+06     20432.4         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
1651            8.87715         9.22158e-05     -1.86609        -106.919        
-17.2487        -0.0315569      143.052         166.447         -34.7066        
166.263         -33.951         2.70888         2.29452         6.57236         
-0.123267       46.4907         391611          7529.59         7853.91         
107.836         3.02019         6.7586e+06      0               -0              
2               317.44          67.4398         0               15192           
6699            7507            0.0303301       0               0               
0               0               0.118518        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0.845791        0.54817         -0.0364152      0.28            -20285.6        
2564.77         476.011         -1.92825        -20             20              
0               0               0               -0.964127       -19.0359        
20              0               0               0               0               
2.80022e+06     20377.7         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
1652            8.86996         9.14514e-05     -1.59357        -91.3046        
-15.242         -3.01055        157.455         168.995         -19.7976        
168.805         -19.0441        5.97845         1.40951         18.5214         
-0.0354701      46.4711         392008          7524.83         7849.14         
107.92          3.01486         6.75901e+06     0               -0              
2               316.995         66.9948         3.43236         15222           
6727            7509            0.0303301       0               0               
0               0               0.118518        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0.95942         0.310224        -0.0215275      0.28            -20231.6        
2563.04         475.089         -1.92825        -20             20              
0               0               0               -0.964127       -19.0359        
20              0               0               0               0               
2.80022e+06     20323.9         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
1653            8.86564         9.07541e-05     -1.38677        -79.4562        
-13.5437        -2.5826         167.153         169.839         -7.90211        
169.674         -7.14108        2.70778         0.981138        6.5349          
0.0521868       46.4515         392403          7522.7          7847.02         
107.994         3.01479         6.75941e+06     0               -0              
2               316.835         66.8348         0               15254           
6751            7522            0.0303301       0               0               
0               0               0.118518        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
1.00223         0.111888        -0.0144171      0.28            -20182.6        
2563.12         475.511         -1.92825        -20             20              
0               0               0               -0.964127       -19.0359        
20              0               0               0               0               
2.80022e+06     20275.3         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
1654            8.86341         9.01044e-05     -1.3127         -75.2123        
-12.7848        -1.54177        169.709         170.328         -3.53039        
170.181         -2.76272        -0.564155       0.574368        2.32697         
0.139765        46.4318         392799          7522.23         7846.57         
108.063         3.01758         6.75981e+06     0               -0              
2               316.835         66.8348         0               15282           
6775            7536            0.0303301       0               0               
0               0               0.118518        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
1.00777         0.0397025       -0.00627869     0.28            -20133.6        
2563.21         475.865         -1.92825        -20             20              
0               0               0               -0.964127       -19.0359        
20              0               0               0               0               
2.80022e+06     20226.7         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
1655            8.86118         8.94591e-05     -1.28497        -73.6235        
-12.5104        -0.752248       170.352         170.535         -1.87668        
170.399         -1.10366        1.0716          -0.122347       0.776133        
0.227267        46.412          393195          7521.77         7846.11         
108.132         3.02038         6.76022e+06     0               -0              
2               316.835         66.8348         0               15319           
6801            7565            0.0303301       0               0               
0               0               0.118518        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
1.00848         0.0133852       -0.00245535     0.28            -20084.8        
2563.26         476.109         -1.92825        -20             20              
0               0               0               -0.964127       -19.0359        
20              0               0               0               0               
2.80022e+06     20178.2         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               
1656            8.85895         8.88183e-05     -1.27412        -73.0017        
-12.4963        -0.642369       170.452         170.541         -1.30673        
170.407         -0.53015        -0.564276       -0.120477       0.411832        
0.314691        46.3922         393592          7521.3          7845.66         
108.202         3.02316         6.76062e+06     0               -0              
2               316.835         66.8348         0               15344           
6829            7589            0.0303301       0               0               
0               0               0.118518        0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
0               0               0               0               0               
1.00857         0.00382751      -0.00231905     0.28            -20035.9        
2563.26         476.243         -1.92825        -20             20              
0               0               0               -0.964127       -19.0359        
20              0               0               0               0               
2.80022e+06     20129.7         0               0               0               
0               0               0               0               0               
0               0               0               0               0               
